id,name,party,area,image,email,tel,facebook,twitter,term,source
66,CARLOS ARTURO CORREA MOJICA,Partido Social De Unidad Nacional,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/CORREA%20MOJICA%20CARLOS%20ARTURO.jpg,carlos.correa@camara.gov.co,(57+1) 382 3460 - 382 3465 - 382 3466,http://www.facebook.com/carlosacorrea,http://twitter.com/carlosacorream,2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=66
68,JOHN JAIRO ROLDAN AVENDAÑO,Partido Liberal Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/ROLDAN%20AVENDANO%20JOHN%20JAIRO.1.jpg,john.roldan@camara.gov.co,(57+1) 382 3244 - 382 3245 - 382 3410,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=68
69,FERNANDO DE LA PEÑA MARQUEZ,Partido Opcion Ciudadana,CESAR,http://www.camara.gov.co/portal2011/images/stories/representantes/DE%20LA%20PENA%20MARQUEZ%20FERNANDO.jpg,fernando.delapena@camara.gov.co,(57+1) 382 3633 - 382 3632 - 382 3636,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=69
71,CARLOS JULIO BONILLA SOTO,Partido Liberal Colombiano,CAUCA,http://www.camara.gov.co/portal2011/images/stories/representantes/BONILLA%20SOTO%20CARLOS%20JULIO.jpg,carlos.bonilla@camara.gov.co,(57+1) 382 3669 - 382 3670 - 382 3774,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=71
72,PEDRITO TOMAS PEREIRA CABALLERO,Partido Conservador Colombiano,BOLIVAR,http://www.camara.gov.co/portal2011/images/stories/representantes/PEREIRA%20CABALLERO%20PEDRITO%20TOMAS.jpg,pedrito.pereira@camar.gov.co,(57+1) 382 3297 - 382 3298,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=72
79,DIDIER BURGOS RAMÍREZ,Partido Social De Unidad Nacional,RISARALDA,http://www.camara.gov.co/portal2011/images/stories/representantes/Burgos%20Ramirez%20Didier.jpg,didier.burgos@camara.gov.co,(57+1) 382 4005 - 382 4006 - 382 3607,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=79
80,LEÓN DARÍO RAMÍREZ VALENCIA,Partido Social De Unidad Nacional,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/RAMIREZ%20VALENCIA%20LEON%20DARIO.1.jpg,leondario.ramirez@camara.gov.co,(57+1) 382 4016 - 382 4090 - 382 4091,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=80
86,ALFREDO RAFAEL DELUQUE ZULETA,Partido Social De Unidad Nacional,LA GUAJIRA,http://www.camara.gov.co/portal2011/images/stories/representantes/DELUQUE%20ZULETA%20ALFREDO%20RAFAEL.jpg,alfredo.deluque@camara.gov.co,(57+1) 382 5346 - 382 5370 - 382 4303,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=86
88,DIEGO PATIÑO AMARILES,Partido Liberal Colombiano,RISARALDA,http://www.camara.gov.co/portal2011/images/stories/representantes/Patino%20Amariles%20Diego.jpg,diego.patino@camara.gov.co,(57+1) 382 4170 - 382 4171,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=88
92,BAYARDO GILBERTO BETANCOURT PEREZ,Partido Opcion Ciudadana,NARIÑO,http://www.camara.gov.co/portal2011/images/stories/representantes/BETANCOURT%20PEREZ%20BAYARDO%20GILBERTO.jpg,bayardo.betancourt@camara.gov.co,(57+1) 382 3514 - 382 4323,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=92
93,ATILANO ALONSO GIRALDO ARBOLEDA,Partido Cambio Radical,QUINDIO,http://www.camara.gov.co/portal2011/images/stories/representantes/GIRALDO%20ARBOLEDA%20ATILANO%20ALONSO.jpg,atilano.giraldo@camara.gov.co,(57+1) 382 3594 - 382 3595 - 382 4132,http://es-la.facebook.com/people/Atilano-Alonso-Giraldo-Arboleda/100000433666338,"",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=93
94,CARLOS ABRAHAM JIMÉNEZ LOPEZ,Partido Cambio Radical,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/JIMENEZ%20LOPEZ%20CARLOS%20ABRAHAM.jpg,carlos.jimenez@camara.gov.co,(57+1) 382 3379 Fax: 382 3380,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=94
95,EFRAÍN ANTONIO TORRES MONSALVO,Partido Social De Unidad Nacional,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/TORRES%20MONSALVO%20EFRAIN%20ANTONIO.1.jpg,efrain.torres@camara.gov.co,(57+1) 382 3617 - 382 3618,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=95
96,IVÁN DARIO AGUDELO ZAPATA,Partido Liberal Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/AGUDELO%20ZAPATA%20IVAN%20DARIO.jpg,ivan.agudelo@camara.gov.co,(57+1) 382 3640 - 3823641 - 382 3644,http://www.facebook.com/people/Ivan-Dario-Agudelo-Zapata/629874673,"",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=96
99,JUAN FELIPE LEMOS URIBE,Partido Social De Unidad Nacional,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/LEMOS%20URIBE%20JUAN%20FELIPE.jpg,juan.lemos@camara.gov.co,(57+1) 382 3291 - 382 3292 - 382 3296,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=99
