id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu
Q18763947,,Chaudhry Mehmood Bashir,Chaudhry Mehmood Bashir,,,,,Chaudhry Mehmood Bashir,,Chaudhry Mehmood Bashir,,Chaudhry Mehmood Bashir,,,,,,male,,Chaudhry Mehmood Bashir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763948,,Chaudhry Muhammad Ashraf,Chaudhry Muhammad Ashraf,,,,,Chaudhry Muhammad Ashraf,,Chaudhry Muhammad Ashraf,,Chaudhry Muhammad Ashraf,,,,,,male,,Chaudhry Muhammad Ashraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763949,,Chaudhry Muhammad Shehbaz Babar,Chaudhry Muhammad Shehbaz Babar,,,,,Chaudhry Muhammad Shehbaz Babar,,Chaudhry Muhammad Shehbaz Babar,,Chaudhry Muhammad Shehbaz Babar,,,,,,male,,Chaudhry Muhammad Shehbaz Babar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763950,,Chaudhry Nadeem Abbas,Chaudhry Nadeem Abbas,,,,,,,Chaudhry Nadeem Abbas,,Chaudhry Nadeem Abbas,,,,,,male,,Chaudhry Nadeem Abbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763951,,Chaudhry Nazeer Ahmad,Chaudhry Nazeer Ahmad,,,,,,,Chaudhry Nazeer Ahmad,,Chaudhry Nazeer Ahmad,,,,,,male,,Chaudhry Nazeer Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763958,,Choudhry Bilal Ahmed,Choudhry Bilal Ahmed,,,,,,,Choudhry Bilal Ahmed,,Choudhry Bilal Ahmed,,,,,,male,,Choudhry Bilal Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763994,,Darshan,Darshan,,,,,,,Darshan,,Darshan (politician),,,,,,male,,Darshan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18763999,,Dawar Khan Kundi,Dawar Khan Kundi,,,,,Dawar Khan Kundi,,Dawar Khan Kundi,,Dawar Khan Kundi,,,,,,male,,Dawar Khan Kundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764047,,,Fais Azeem,,,,,,,Fais Azeem,,Fais Azeem,,,,,,female,,Fais Azeem,,,Fais Azeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764048,,,Faiz Ul Hassan,,,,,,,Faiz Ul Hassan,,Faiz Ul Hassan,,,,,,male,,Faiz Ul Hassan,Faiz,,Faiz Ul Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764049,,,Fakeer Sher Muhammad Bilalani,,,,,,,Fakeer Sher Muhammad Bilalani,,Fakeer Sher Muhammad Bilalani,,,,,,male,,Fakeer Sher Muhammad Bilalani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764051,,,Farhana Qamar,,,,,,,Farhana Qamar,,Farhana Qamar,,,,,,female,,Farhana Qamar,,,Farhana Qamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764063,,,Fouzia Hameed,,,,,,,Fouzia Hameed,,Fouzia Hameed,,,,,,female,,Fouzia Hameed,,,Fouzia Hameed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764080,,,Ghalib Khan,,,,,,,Ghalib Khan,,Ghalib Khan,,,,,,male,,Ghalib Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764081,,,Ghazi Ghulab Jamali,,,,,,,Ghazi Ghulab Jamali,,Ghazi Ghulab Jamali,,,,,,male,,Ghazi Ghulab Jamali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764082,,,Ghos Bakhsh Khan Mahar,,,,,,,Ghos Bakhsh Khan Mahar,,Ghos Bakhsh Khan Mahar,,,,,,male,,Ghos Bakhsh Khan Mahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764083,,,Ghulam Muhammad Lali,,,,,,,Ghulam Muhammad Lali,,Ghulam Muhammad Lali,,,,,,male,,Ghulam Muhammad Lali,,,Ghulam Muhammad Lali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764084,,,Ghulam Rabbani Khar,,,,,,,Ghulam Rabbani Khar,,Ghulam Rabbani Khar,,,,,,male,,Ghulam Rabbani Khar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764085,,,Ghulam Rasool Sahi,,,,,,,Ghulam Rasool Sahi,,Ghulam Rasool Sahi,,,,,,male,,Ghulam Rasool Sahi,,,Ghulam Rasool Sahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764104,,,Gulzar Khan,,,,,,,Gulzar Khan,,Gulzar Khan (politician),,,,,,male,,Gulzar Khan (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764106,,,Hafeez Ur Rehman,,,,,,,Hafeez Ur Rehman,,Hafeez Ur Rehman,,,,,,male,,Hafeez Ur Rehman,,,Hafeez Ur Rehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764107,,,Hafiz Abdul Kareem,,,,,,,Hafiz Abdul Kareem,,Hafiz Abdul Kareem,,,,,,male,,Hafiz Abdul Kareem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764108,,,Haji Abdul Sattar,,,,,,,Haji Abdul Sattar,,Haji Abdul Sattar,,,,,,male,,Haji Abdul Sattar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764131,,,Hussain Shah Jilani,,,,,,,Hussain Shah Jilani,,Hussain Shah Jilani,,,,,,male,,Hussain Shah Jilani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764133,,,Ibad Ullah,,,,,,,Ibad Ullah,,Ibad Ullah,,,,,,male,,Ibad Ullah,,,Ibad Ullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764134,,,Iffat Liaqat,,,,,,,Iffat Liaqat,,Iffat Liaqat,,,,,,female,,Iffat Liaqat,,,Iffat Liaqat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764135,,,Iftikhar Cheema,,,,,,,Iftikhar Cheema,,Iftikhar Cheema,,,,,,male,,Iftikhar Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764138,,,Imran Khattak,,,,,,,Imran Khattak,,Imran Khattak,,,,,,male,,Imran Khattak,Imran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764139,,,Imran Zafar,,,,,,,Imran Zafar,,Imran Zafar,,,,,,male,,Imran Zafar,Imran,,Imran Zafar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764141,,,Iqbal Muhammad Ali Khan,,,,,,,Iqbal Muhammad Ali Khan,,Iqbal Muhammad Ali Khan,,,,,,male,1958-01-01,Iqbal Muhammad Ali Khan,Iqbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764142,,,Iqbal Qadri,,,,,,,Iqbal Qadri,,Iqbal Qadri,,,,,,male,1948-11-21,Iqbal Qadri,Iqbal,,Iqbal Qadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764145,,,Isphanyar M. Bhandara,,,,,,,Isphanyar M. Bhandara,,Isphanyar M. Bhandara,,,,,,male,,Isphanyar M. Bhandara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815872,,,Muhammad Arshad Khan Leghari,,,,,,,Muhammad Arshad Khan Leghari,,Arshad Khan Leghari,,,,,,male,,Muhammad Arshad Khan Leghari,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815874,,,Mian Imtiaz Ahmed,,,,,,,Mian Imtiaz Ahmed,,Mian Imtiaz Ahmed,,,,,,male,,Mian Imtiaz Ahmed,,,Mian Imtiaz Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815877,,,Mustafa Mehmood,,,,,,,Mustafa Mehmood,,Mustafa Mehmood,,,,,,male,,Mustafa Mehmood,Mustafa,,Mustafa Mehmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815883,,,Sheikh Fayyaz Ud Din,,,,,,,Sheikh Fayyaz Ud Din,,Sheikh Fayyaz Ud Din,,,,,,male,,Sheikh Fayyaz Ud Din,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815885,,,Khwaja Ghulam Rasool Koreja,,,,,,,Khwaja Ghulam Rasool Koreja,,Khwaja Ghulam Rasool Koreja,,,,,,male,,Khwaja Ghulam Rasool Koreja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815895,,,Tahir Bashir Cheema,,,,,,,Tahir Bashir Cheema,,Tahir Bashir Cheema,,,,,,male,,Tahir Bashir Cheema,,,Tahir Bashir Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815897,,,Syed Muhammad Asghar Shah,,,,,,,Syed Muhammad Asghar Shah,,Syed Muhammad Asghar Shah,,,,,,male,,Syed Muhammad Asghar Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815900,,,Tariq Bashir Cheema,,,,,,,Tariq Bashir Cheema,,Tariq Bashir Cheema,,,,,,male,,Tariq Bashir Cheema,Tariq,,Tariq Bashir Cheema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815902,,,Riaz Hussain Pirzada,,,,,,,Riaz Hussain Pirzada,,Riaz Hussain Pirzada,,,,,,male,,Riaz Hussain Pirzada,,,Riaz Hussain Pirzada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815903,,,Najibuddin Awaisi,,,,,,,Najibuddin Awaisi,,Najibuddin Awaisi,,,,,,male,,Najibuddin Awaisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815906,,,Syed Ali Hassan Gilani,,,,,,,Syed Ali Hassan Gilani,,Syed Ali Hassan Gilani,,,,,,male,,Syed Ali Hassan Gilani,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815909,,,Syed Muhammad Saqlain,,,,,,,Syed Muhammad Saqlain,,Syed Muhammad Saqlain,,,,,,male,,Syed Muhammad Saqlain,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815910,,,Sardar Ashiq Hussain,,,,,,,Sardar Ashiq Hussain,,Sardar Ashiq Hussain,,,,,,male,,Sardar Ashiq Hussain,Sardar,,Sardar Ashiq Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815911,,,Syed Basit Sultan Bukhari,,,,,,,Syed Basit Sultan Bukhari,,Syed Basit Sultan Bukhari,,,,,,male,,Syed Basit Sultan Bukhari,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815919,,,Sultan Mehmood,,,,,,,Sultan Mehmood,,Sultan Mehmood,,,,,,male,,Sultan Mehmood,,,Sultan Mehmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815925,,,Muhammad Jaffar Khan,,,,,,,Muhammad Jaffar Khan,,Sardar Muhammad Jaffar Khan Leghari,,,,,,male,,Muhammad Jaffar Khan,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815931,,,Muhammad Amjad Farooq,,,,,,,Muhammad Amjad Farooq,,Sardar Muhammad Amjad Farooq Khan Khosa,,,,,,male,,Muhammad Amjad Farooq,Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815939,,,Saeed Ahmed Khan,,,,,,,Saeed Ahmed Khan,,Saeed Ahmed Khan,,,,,,male,,Saeed Ahmed Khan,Saeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815943,,,Tahir Iqbal Chaudhry,,,,,,,Tahir Iqbal Chaudhry,,Tahir Iqbal Chaudhry,,,,,,male,,Tahir Iqbal Chaudhry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815946,,,Syed Sajid Mehdi,,,,,,,Syed Sajid Mehdi,,Syed Sajid Mehdi,,,,,,male,,Syed Sajid Mehdi,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815954,,,Rana Zahid Hussain,,,,,,,Rana Zahid Hussain,,Rana Zahid Hussain,,,,,,male,,Rana Zahid Hussain,,,Rana Zahid Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815957,,,Syed Athar Hussain Gilani,,,,,,,Syed Athar Hussain Gilani,,Syed Athar Hussain Gilani,,,,,,male,,Syed Athar Hussain Gilani,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815958,,,Sardar Mansab Ali Dogar,,,,,,,Sardar Mansab Ali Dogar,,Sardar Mansab Ali Dogar,,,,,,male,,Sardar Mansab Ali Dogar,Sardar,,Sardar Mansab Ali Dogar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815960,,,Muhammad Munir Azhar,,,,,,,Muhammad Munir Azhar,,Muhammad Munir Azhar,,,,,,male,,Muhammad Munir Azhar,Muhammad,,Muhammad Munir Azhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18815967,,,Syed Imran Ahmed,,,,,,,Syed Imran Ahmed,,Syed Imran Ahmed,,,,,,male,,Syed Imran Ahmed,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
