id,name__fr,name__nb,name__da,name__nn,name__sv,name__en,name__nl,name,wikipedia__fr,image,gender,identifier__VIAF,identifier__BNF,birth_date,family_name,given_name,identifier__sycomore,twitter,original_wikiname,name__en_ca,name__en_gb,name__es,name__de,name__ca,name__oc,name__it,name__hu,wikipedia__en,wikipedia__oc,facebook,name__tr,wikipedia__de,wikipedia__tr,identifier__SUDOC,identifier__freebase,name__pl,name__ro,wikipedia__pl,wikipedia__ro,website,identifier__EuroparlMEP,name__la,wikipedia__ca,wikipedia__it,wikipedia__la,name__ru,name__el,identifier__ISNI,name__pt,name__mk,name__eo,name__uk,name__zh,wikipedia__commons,wikipedia__el,wikipedia__eo,wikipedia__frwikiquote,wikipedia__pt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__LCAuth,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ja,name__vi,name__hr,name__ar,wikipedia__ar,wikipedia__da,wikipedia__es,wikipedia__hr,wikipedia__ja,wikipedia__lb,wikipedia__vi,identifier__IMDB,name__mg,wikipedia__mg,name__de_ch,name__br,wikipedia__br,wikipedia__ru,name__eu,name__he,name__yo,name__ms,name__et,name__id,name__ckb,name__fi,name__mr,name__fa,name__bg,name__io,name__lt,name__be,name__cs,name__sco,name__cy,name__hy,name__ie,name__ko,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__cy,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__frwikinews,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__itwikiquote,wikipedia__ko,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sv,wikipedia__yo,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__FAST,death_date,name__mwl,wikipedia__mwl,identifier__MusicBrainz,identifier__NTA,name__af,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__ia,name__is,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,instagram,wikipedia__simple,name__ta,wikipedia__ta,wikipedia__nrm,identifier__senatDOTfr,wikipedia__cswikiquote,linkedin,identifier__PACE,name__mn,wikipedia__mn,identifier__CANTIC,name__kw,name__sr_ec,name__sh,name__hi,name__th,name__km,name__ka,name__sr,name__sq,name__lv,wikipedia__af,wikipedia__als,wikipedia__ast,wikipedia__be,wikipedia__enwikinews,wikipedia__frp,wikipedia__frwikisource,wikipedia__ga,wikipedia__gl,wikipedia__hi,wikipedia__ka,wikipedia__km,wikipedia__kw,wikipedia__lv,wikipedia__mk,wikipedia__nds,wikipedia__nn,wikipedia__sh,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__th,name__gv,wikipedia__gv,name__be_tarask,wikipedia__be_x_old,identifier__PTBNP,wikipedia__sl,identifier__parlement,name__bs,name__ceb,name__lmo,name__bo,name__mzn,name__nov,name__pih,wikipedia__bo,wikipedia__ia,wikipedia__mzn,wikipedia__ruwikiquote,name__szl,wikipedia__szl,name__az,wikipedia__az,wikipedia__trwikiquote,wikipedia__is,identifier__Britannica,identifier__GTAA,name__ty,wikipedia__ty,identifier__SBN_it,identifier__kinopoisk,identifier__NLA,wikipedia__bs,name__arz,name__bcl,name__bn,name__dsb,name__ext,name__fy,name__hsb,name__jv,name__kk,name__kn,name__lad,name__my,name__pam,name__qu,name__se,name__so,name__tl,name__tt,name__uz,name__vep,name__war,name__xmf,name__yi,name__ku,name__mt,name__pa,name__ln,name__hak,name__eml,name__yue,name__ne,name__kab,name__fo,name__ml,name__ur,name__ce,name__av,wikipedia__an,wikipedia__arz,wikipedia__av,wikipedia__bcl,wikipedia__bn,wikipedia__cawikinews,wikipedia__ce,wikipedia__co,wikipedia__dsb,wikipedia__elwikiquote,wikipedia__eml,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eowikinews,wikipedia__ext,wikipedia__fo,wikipedia__fy,wikipedia__gd,wikipedia__hak,wikipedia__hewikiquote,wikipedia__hsb,wikipedia__jv,wikipedia__kab,wikipedia__kg,wikipedia__kk,wikipedia__kn,wikipedia__ku,wikipedia__lad,wikipedia__lmo,wikipedia__ln,wikipedia__ml,wikipedia__mt,wikipedia__my,wikipedia__nlwikiquote,wikipedia__pam,wikipedia__pa,wikipedia__ptwikinews,wikipedia__qu,wikipedia__scn,wikipedia__se,wikipedia__so,wikipedia__tl,wikipedia__tt,wikipedia__ur,wikipedia__uz,wikipedia__vec,wikipedia__vep,wikipedia__war,wikipedia__xmf,wikipedia__yi,wikipedia__zh_yue,identifier__CiNii,identifier__BNE,identifier__BIBSYS,name__rw,wikipedia__rw,name__xh,name__tw,wikipedia__ceb,wikipedia__pcd,wikipedia__tw,wikipedia__xh,wikipedia__pms,identifier__ULAN,identifier__NDL,wikipedia__eswikiquote,name__bm,name__frc,name__jam,name__pap,name__prg,name__rgn,name__vmf,wikipedia__zh_min_nan
Q3564331,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,Véronique Louwagie,,female,,,1961-03-20,,Véronique,18473,VeroLouwagie,Véronique Louwagie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3564334,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,Véronique Massonneau,https://upload.wikimedia.org/wikipedia/commons/3/31/Véronique_Massonneau_-_portrait.jpg,female,,,1959-07-17,,Véronique,18479,VMassonneau,Véronique Massonneau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q356919,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,https://upload.wikimedia.org/wikipedia/commons/c/c1/Pierre_Moscovici_en_mai_2010.png,male,84212138,122353500,1957-09-16,,Pierre,5437,pierremoscovici,Pierre Moscovici,,,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,031063284,/m/03h9lk,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,,1983,,Pierre Moscovici,Pierre Moscovici,,"Московиси, Пьер",,0000 0001 1772 7079,,,Pierre Moscovici,П'єр Московісі,皮埃爾·莫斯科維奇,Category:Pierre Moscovici,,Pierre Moscovici,,,П'єр Московісі,,122543793,n92033812,,,皮埃爾・莫斯科維奇,,皮埃尔・莫斯科维奇,,,ピエール・モスコビッシ,,,,,Pierre Moscovici,Pierre Moscovici,,,,,,,,,,,"Московиси, Пьер",,,,,Pierre Moscovici,Pierre Moscovici,,Pierre Moscovici,,,Пиер Московиси,,,,Pierre Moscovici,,,,,,Пиер Московиси,,Pierre Moscovici,,Pierre Moscovici,,,Pierre Moscovici,Catégorie:Pierre Moscovici,,,,Pierre Moscovici,,,,,,,,Pierre Moscovici,Pierre Moscovici,Pierre Moscovici,Категория:Пьер Московиси,,Pierre Moscovici,,,00000029139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vjmve7ilogw4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3571567,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,Yanick Paternotte,https://upload.wikimedia.org/wikipedia/commons/0/01/Yanick-Paternotte_MG_2756.jpg,male,100339207,161246722,1951-12-24,,Yanick,17364,,Yanick Paternotte,,,Yanick Paternotte,Yanick Paternotte,,,,Yanick Paternotte,Yanick Paternotte,,,,,,136000053,,,,,,,,,,,,Яник Патернотт,Γιανίκ Πατερνότ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3571618,Yann Capet,Yann Capet,Yann Capet,Yann Capet,Yann Capet,Yann Capet,,Yann Capet,Yann Capet,,male,209007355,,1975-12-31,,Yann,18379,Yann_Capet,Yann Capet,,,,,,,,,,,ycapet,,,,111912113,,,,,,http://www.yanncapet.fr/,,,,,,"Капе, Ян",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Капе, Ян",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3571749,Yannick Favennec,Yannick Favennec,Yannick Favennec,Yannick Favennec,Yannick Favennec,Yannick Favennec,Yannick Favennec,Yannick Favennec,Yannick Favennec,https://upload.wikimedia.org/wikipedia/commons/d/d7/Yannick_FAVENNEC_député_de_la_Mayenne.jpg,male,255667099,14491356z,1958-08-12,,Yannick,10671,yfavennec,Yannick Favennec,,,Yannick Favennec,Yannick Favennec,,,,Yannick Favennec,Yannick Favennec,,,,Yannick Favennec,,07391181X,,,,,,http://www.yannickfavennec.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3571783,Yannick Moreau,Yannick Moreau,Yannick Moreau,Yannick Moreau,Yannick Moreau,Yannick Moreau,,Yannick Moreau,Yannick Moreau (homme politique),https://upload.wikimedia.org/wikipedia/commons/a/ae/Yannick_Moreau_-_Marietta_Trichet.jpg,male,,,1975-08-04,Moreau,Yannick,18483,YannickMOREAU,Yannick Moreau (homme politique),,,Yannick Moreau,Yannick Moreau,,,,Yannick Moreau,,,YannickMoreau85,,,,,,,,,,http://www.yannickmoreau.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573443,Yves Albarello,Yves Albarello,Yves Albarello,Yves Albarello,Yves Albarello,Yves Albarello,Yves Albarello,Yves Albarello,Yves Albarello,,male,231837982,16571334p,1952-03-17,,Yves,17261,YvesAlbarello,Yves Albarello,,,Yves Albarello,Yves Albarello,,,,Yves Albarello,Yves Albarello,,,,Yves Albarello,,158698673,,,,,,,,,,,,,,,,,,,,Category:Yves Albarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573533,Yves Bur,Yves Bur,Yves Bur,Yves Bur,Yves Bur,Yves Bur,Yves Bur,Yves Bur,Yves Bur,https://upload.wikimedia.org/wikipedia/commons/b/b8/Yves_Bur_par_Claude_Truong-Ngoc_novembre_2014.jpg,male,42084395,145698157,1951-03-10,,Yves,1310,,Yves Bur,,,Yves Bur,Yves Bur,,,,Yves Bur,Yves Bur,,,,,,068728042,,,,,,,,,,,,,,0000 0000 0095 7639,,,,,,Category:Yves Bur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573589,Yves Daniel,Yves Daniel,Yves Daniel,Yves Daniel,Yves Daniel,Yves Daniel,,Yves Daniel,Yves Daniel,,male,316738478,169725078,1954-07-31,Daniel,Yves,18400,ydaniel_depute,Yves Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573609,Yves Deniaud,Yves Deniaud,Yves Deniaud,Yves Deniaud,Yves Deniaud,Yves Deniaud,Yves Deniaud,Yves Deniaud,Yves Deniaud (homme politique),,male,257304121,14479519t,1946-09-01,,Yves,2373,,Yves Deniaud (homme politique),,,Yves Deniaud,Yves Deniaud,,,,Yves Deniaud,Yves Deniaud (politician),,,,,,091967619,,,,,,,,,,,,,,0000 0003 7893 894X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573638,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,Yves Durand,"Yves Durand (homme politique, 1946)",,male,88043844,12089002z,1946-06-06,Durand,Yves,2760,,"Yves Durand (homme politique, 1946)",,,Yves Durand,Yves Durand,,,,Yves Durand,Yves Durand (politician),,,,,,02921730X,,,,,,,,,,,,"Дюран, Ив",,0000 0001 2119 5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Дюран, Ив",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573642,Yves Foulon,Yves Foulon,Yves Foulon,Yves Foulon,Yves Foulon,Yves Foulon,,Yves Foulon,Yves Foulon,,male,314855057,16948230s,1958-10-10,,Yves,18424,DeputeFoulon,Yves Foulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573671,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,Yves Goasdoué,https://upload.wikimedia.org/wikipedia/commons/4/4a/DeputeXIVeLegVeRep-Yves_Goasdoue2.jpg,male,,,1959-08-22,,Yves,18434,yvesgoasdoue,Yves Goasdoué,,,,Yves Goasdoué,,,,,Yves Goasdoué,,,,Yves Goasdoué,,,,,,,,,,,,,,,,,,,,,,Category:Yves Goasdoué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3573878,Yves Nicolin,Yves Nicolin,Yves Nicolin,Yves Nicolin,Yves Nicolin,Yves Nicolin,Yves Nicolin,Yves Nicolin,Yves Nicolin,https://upload.wikimedia.org/wikipedia/commons/4/40/Yves_Nicolin.JPG,male,51801207,12534280x,1963-03-05,,Yves,5547,,Yves Nicolin,,,Yves Nicolin,Yves Nicolin,,,,Yves Nicolin,Yves Nicolin,,,,Yves Nicolin,,034603891,/m/04_0731,,,,,,,,,,,Ив Николен,Ιβ Νικολέν,,,,,,,,,,,,,,1043185100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3574002,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,Yves Vandewalle,,male,120768584,16204065w,1950-06-05,,Yves,17399,,Yves Vandewalle,,,Yves Vandewalle,Yves Vandewalle,,,,Yves Vandewalle,Yves Vandewalle,,,,,,092021417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3579995,Édouard Philippe,Édouard Philippe,Édouard Philippe,Édouard Philippe,Édouard Philippe,Édouard Philippe,,Édouard Philippe,Édouard Philippe,https://upload.wikimedia.org/wikipedia/commons/9/9b/Edouard_Philippe.jpg,male,32304741,155238300,1970-11-28,Philippe,Édouard,18496,EPhilippe_LH,Édouard Philippe,,,,,,,,,,,edouard.philippe.77,Édouard Philippe,,Édouard Philippe,154820768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3587715,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,Élie Aboud,https://upload.wikimedia.org/wikipedia/commons/3/37/ElieAboud.jpg,male,,,1959-10-12,,Élie,17392,Elie_ABOUD,Élie Aboud,,,Élie Aboud,Élie Aboud,,,Élie Aboud,Élie Aboud,Élie Aboud,,,,Élie Aboud,,,,Élie Aboud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Élie Aboud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3587909,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,Élisabeth Pochon,https://upload.wikimedia.org/wikipedia/commons/0/03/Elisabeth_Pochon.jpg,female,314855052,16948221t,1955-04-19,,Élisabeth,18499,ElisabethPochon,Élisabeth Pochon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3588175,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,Émeric Bréhier,,Émeric Bréhier,Émeric Bréhier,https://upload.wikimedia.org/wikipedia/commons/2/2e/Emeric_Bréhier.jpg,male,210239329,,1971-12-26,,Émeric,18370,,Émeric Bréhier,,,,,,,,,,,emeric.brehier,,,,124524591,,,,,,http://www.brehier.fr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
