id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name__ru,name__zh,name__hu,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,family_name,name__cs,wikipedia__commons,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__enwikisource,identifier__VIAF,identifier__NLAtrove,wikipedia__de,name__it,website,twitter,wikipedia__fr,name__zh_hant,name__zh_cn,wikipedia__ru,identifier__IMDB,name__el,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NLA,identifier__FAST,wikipedia__nl,identifier__freebase,name__vep,wikipedia__vep,name__vi,wikipedia__vi,wikipedia__it,wikipedia__sv,identifier__IIAF,name__ar,wikipedia__ar,wikipedia__simple,name__fa,wikipedia__fa,name__pt,wikipedia__pt,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__fi,wikipedia__fi,facebook,death_date,name__la,name__ja,name__ca,name__oc,name__en_gb,name__mg,wikipedia__ja,wikipedia__la,wikipedia__mg,wikipedia__plwikiquote,identifier__MusicBrainz,wikipedia__cs,wikipedia__es,name__cy,identifier__BNF,name__th,wikipedia__th,identifier__GND,name__en_ca,name__nds,name__vmf,identifier__NTA,identifier__Munzinger,identifier__CSPAN,identifier__ULAN,name__uk,wikipedia__uk,name__he,wikipedia__he,wikipedia__sh,name__sh,identifier__youtube,wikipedia__tr,identifier__NNDB,name__tr,occupation,identifier__wikitree,identifier__google_knowledge,identifier__Britannica,identifier__snac,identifier__quora,wikipedia__fawikiquote,identifier__AuDB,identifier__Gutenberg,identifier__NPG,name__wuu,wikipedia__wuu,name__lmo,name__sk,wikipedia__skwikiquote,name__si,wikipedia__si,name__pa,wikipedia__pa,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__OLID,wikipedia__hu,name__sl,wikipedia__sl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,name__bs,wikipedia__bs,wikipedia__hr,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,noble_title,identifier__hansard,identifier__CONOR,name__mi,wikipedia__ms,identifier__BIBSYS,name__bn,identifier__NUKAT,identifier__SELIBR,identifier__NLP,name__sq,wikipedia__cy,identifier__national_archives,identifier__GTAA,honorific_prefix,name__is,name__yue,wikipedia__zh_yue,name__fo,name__kl,wikipedia__gl,identifier__rush,identifier__NKC,wikipedia__enwikinews,wikipedia__et,name__dsb,name__hsb,name__jv,name__pdc,name__stq,name__tl,name__war,name__ur,wikipedia__ur,name__mt,name__ty
Q4693112,Agnes Robertson,Agnes Robertson,Agnes Robertson,Agnes Robertson,Agnes Robertson,,,,,,,Agnes Robertson,Agnes Robertson,Agnes Robertson,,female,1882-07-31,Agnes,,,,https://upload.wikimedia.org/wikipedia/commons/f/f4/Agnes_Robertson.jpg,Robertson,,Category:Agnes Robertson,,,,,,,Agnes Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnes Robertson,,,1968-01-29,,,Agnes Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,robertson-agnes-robertson-11540,,,,,,,,,,,,,,,,,Agnes Robertson,,,,Agnes Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnes Robertson,,,,,,,,,,,,,,,,,,,,,,,,,
Q4706579,Alan Eggleston,Alan Eggleston,Alan Eggleston,Alan Eggleston,Alan Eggleston,,,,,,,Alan Eggleston,Alan Eggleston,Alan Eggleston,,male,1941-12-30,Alan,Alan Eggleston,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Alan_Eggleston.JPG,Eggleston,,Category:Alan Eggleston,,,,,,,Alan Eggleston,http://www.senatoralaneggleston.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Eggleston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Alan Eggleston,,,,Alan Eggleston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Eggleston,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707336,Alan Missen,Alan Missen,Alan Missen,Alan Missen,Alan Missen,,,,,,,,Alan Missen,Alan Missen,,male,1925-07-22,Alan,,,,,,,,,,,57901578,,,Alan Missen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-03-30,,,Alan Missen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,w6g23hp5,,,missen-alan-joseph-14975,,,,,,,,,,,,,,,,,Alan Missen,,,,Alan Missen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Missen,,,,,,,,,,,,,,,,,,,,,,,,,
Q4709759,Albert Blakey,Albert Blakey,Albert Blakey,Albert Blakey,Albert Blakey,,,,,,,Albert Blakey,Albert Blakey,Albert Blakey,,male,1879-11-09,Albert,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Albert_Blakey.jpg,Blakey,,Category:Albert Blakey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935-07-04,,,Albert Blakey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Albert Blakey,,,,Albert Blakey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Blakey,,,,,,,,,,,,,,,,,,,,,,,,,
Q4710194,Pat Field,Albert Field,Albert Field,Albert Field,Albert Field,,,,,,,Albert Field,Pat Field,Albert Field,,male,1910-10-11,Pat,,,,,,,,,,,93647420,,,Albert Field,,,,艾伯特·菲爾德,艾伯特·菲尔德,,,,,,,,,,,,,,,,,,ألبرت فيلد,ألبرت فيلد,,,,,,艾伯特·菲尔德,,,,,,,,,,,1990-07-01,,,Albert Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,field-albert-patrick-pat-12488,,,,,,,,,,,,,,,,,Pat Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pat Field,,,,,,,,,,,,,,,,,,,,,,,,,
Q4710343,Albert Gould,Albert Gould,Albert Gould,Albert Gould,Albert Gould,,,,,,,,Albert Gould,Albert Gould,,male,1847-02-12,Albert,,,,https://upload.wikimedia.org/wikipedia/commons/1/16/Albert_John_Gould_(cropped).jpg,Gould,,Category:Albert Gould,,,,92547678,,,Albert Gould,,,,,,,,,,,,,,,,,,,,,,,ألبرت غولد,ألبرت قاولد,,,,,,,,,,,,,,Albert Gould,,,1936-07-27,,,Albert Gould,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,solicitor,Gould-2348,,,,,,gould-sir-albert-john-6436,,,,,,,,,,,,,,,,,Albert Gould,,,,Albert Gould,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Gould,,,,,,,,,,,,,,,,,,,,,,,,,
Q4711091,Albert Reid,Albert Reid,Albert Reid,Albert Reid,Albert Reid,,,,,,,,Albert Reid,Albert Reid,,male,1886-07-25,Albert,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Albert_David_Reid.jpg,Reid,,Category:Albert Reid,,,,,,,Albert Reid,,,,,,,,,,,,,,,,,,,,,,,ألبرت ريد,ألبرت ريد (سياسي),,,,,,,,,,,,,,,,,1962-05-22,,,Albert Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Albert Reid,,,,Albert Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Reid,,,,,,,,,,,,,,,,,,,,,,,,,
Q4717023,Alex Gallacher,Alex Gallacher,Alex Gallacher,Alex Gallacher,Alex Gallacher,,,,,,亞歷山大·加拉徹,,Alex Gallacher,Alex Gallacher,亞歷山大·加拉徹,male,1954-01-01,Alex,Alex Gallacher,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Alex_Gallacher_2014.jpg,Gallacher,,Category:Alex Gallacher,,,,,,,,,mceachian,,,,,,,,,,,,,/m/0crd4gq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Gallacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Alex Gallacher,,,,Alex Gallacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Gallacher,,,,,,,,,,,,,,,,,,,,,,,,,
Q4718893,Alexander Fraser,Alexander Fraser,Alexander Fraser,Alexander Fraser,Alexander Fraser,,,,,,,,Alexander Fraser,Alexander Fraser (Australian politician),,male,1892-08-20,Alexander,,,,https://upload.wikimedia.org/wikipedia/commons/5/59/Alexander_Fraser.jpg,Fraser,,Category:Alexander Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الكسندر فريزر,الكسندر فرازير,,,,,,,,,,,,,,,,,1965-07-09,,,Alexander Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian rules footballer,,,,,,,fraser-alexander-john-10237,,,,,,,,,,,,,,,,,Alexander Fraser,,,,Alexander Fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Fraser,,,,,,,,,,,,,,,,,,,,,,,,,
Q4719614,Alexander McLachlan,Alexander McLachlan,Alexander McLachlan,Alexander McLachlan,Alexander McLachlan,,,,,,,,Alexander McLachlan,Alexander McLachlan,,male,1872-11-02,Alexander,,,,https://upload.wikimedia.org/wikipedia/commons/8/81/Alexander_McLachlan.JPG,McLachlan,,Category:Alexander McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-05-28,,,Alexander McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,mclachlan-alexander-john-7404,,,,,,,,,,,,,,,,,Alexander McLachlan,,,,Alexander McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730654,Allan Guy,Allan Guy,Allan Guy,Allan Guy,Allan Guy,,,,,,,,Allan Guy,Allan Guy,,male,1890-11-30,Allan,,,,https://upload.wikimedia.org/wikipedia/commons/5/58/Allan_Guy.jpg,,,Category:Allan Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ألان قاي,ألان قاي,,,,,,,,,,,,,,,,,1979-12-16,,,Allan Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,guy-james-allan-10384,,mp99625,,,,,,,,,,,,,,,Allan Guy,,,,Allan Guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan Guy,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730804,Allan MacDonald,Allan MacDonald,Allan MacDonald,Allan MacDonald,Allan MacDonald,,,,,,,,Allan MacDonald,Allan MacDonald (Australian politician),,male,1892-08-25,Allan,,,,https://upload.wikimedia.org/wikipedia/commons/4/48/Allan_MacDonald_(Australian_politician).jpg,MacDonald,,Category:Allan MacDonald (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ألان ماكدونالد,ألان ماكدونالد,,,,,,,,,,,,,,,,,1978-01-18,,,Allan MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,macdonald-allan-nicoll-10928,,,,,,,,,,,,,,,,,Allan MacDonald,,,,Allan MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,
Q4730943,Allan Rocher,Allan Rocher,Allan Rocher,Allan Rocher,Allan Rocher,,,,,,,,Allan Rocher,Allan Rocher,,male,1936-02-16,Allan,,,,,Rocher,,,,,,,,,Allan Rocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-18,,,Allan Rocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Allan Rocher,,,,Allan Rocher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allan Rocher,,,,,,,,,,,,,,,,,,,,,,,,,
Q475045,Helen Coonan,Helen Coonan,Helen Coonan,Helen Coonan,Helen Coonan,Helen Coonan,Helen Coonan,Helen Coonan,Helen Coonan,,海倫·庫南,Helen Coonan,Helen Coonan,Helen Coonan,海倫·庫南,female,1947-10-29,Helen,Helen Coonan,Helen Coonan,Helen Coonan,https://upload.wikimedia.org/wikipedia/commons/9/97/Helen_Coonan.jpg,Coonan,,Category:Helen Coonan,,,,,,Helen Coonan,,,,,,,,,,,,,,,,/m/04gqfx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Coonan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Helen Coonan,,,,Helen Coonan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Coonan,,,,,,,,,,,,,,,,,,,,,,,,,
Q4757971,Andrew McKissock,Andrew McKissock,Andrew McKissock,Andrew McKissock,Andrew McKissock,,,,,,,,Andrew McKissock,Andrew McKissock,,male,1873-12-06,Andrew,,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Andrew_McKissock.jpg,McKissock,,Category:Andrew McKissock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919-07-17,,,Andrew McKissock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Andrew McKissock,,,,Andrew McKissock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew McKissock,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758092,Andrew Murray,Andrew Murray,Andrew Murray,Andrew Murray,Andrew Murray,,,,,,,,Andrew Murray,Andrew Murray (Australian politician),,male,1947-01-29,Andrew,Andrew Murray (Australian politician),,,,Murray,,,,,,92992012,,,,,,,,,,,,,,,,,,,,,,,,,,أندرو موراي,أندرو موراي (سياسي أسترالي),,,,,,,,,,,,,,,,,,,,Andrew Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Andrew Murray,,,,Andrew Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Murray,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758705,Andrew Thomas,Andrew Thomas,Andrew Thomas,Andrew Thomas,Andrew Thomas,,,,,,,,Andrew Thomas,Andrew Thomas (Australian politician),,male,1936-03-14,Andrew,,,,,,,,,,,,,,Andrew Thomas,,,,,,,,,,,,,,,,,,,,,,,أندرو توماس,أندرو توماس,,اندرو توماس,,,,,,,,,,,,,,,2011-05-14,,,Andrew Thomas,,Andrew Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Andrew Thomas,,,,Andrew Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
Q4768857,Anne Urquhart,Anne Urquhart,Anne Urquhart,Anne Urquhart,Anne Urquhart,,,,,,,,Anne Urquhart,Anne Urquhart,,female,1957-10-18,Anne,Anne Urquhart,,,,Urquhart,,,,,,,,,Anne Urquhart,,AUSenator,,,,,,,,,,,,,/m/0czb0hx,,,,,,,,آن أوركهارت,آن أوركهارت,,,,,,,,,,,,,,,,,,,,Anne Urquhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Anne Urquhart,,,,Anne Urquhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Urquhart,,,,,,,,,,,,,,,,,,,,,,,,,
Q4773501,Anthony St Ledger,,Anthony St Ledger,Anthony St Ledger,Anthony St Ledger,,,,,,,,Anthony St Ledger,Anthony St Ledger,,male,1859-02-18,Anthony,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Anthony_St_Ledger.jpg,,,Category:Anthony St Ledger,,,,93209918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929-04-17,,,Anthony St Ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,st-ledger-anthony-james-joseph-8325,,,,,,,,,,,,,,,,,Anthony St Ledger,,,,Anthony St Ledger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony St Ledger,,,,,,,,,,,,,,,,,,,,,,,,,
Q4786617,Archie Benn,Archie Benn,Archie Benn,Archie Benn,Archie Benn,,,,,,,,Archie Benn,Archie Benn,,male,1897-01-20,Archie,,,,https://upload.wikimedia.org/wikipedia/commons/e/e3/Archibald_Benn.jpg,Benn,,Category:Archie Benn,,,,101523685,,,Archie Benn,,,,,,,,,,no2009165331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980-04-03,,,Archie Benn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Archie Benn,,,,Archie Benn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archie Benn,,,,,,,,,,,,,,,,,,,,,,,,,
Q4795020,Arnold Drury,Arnold Drury,Arnold Drury,Arnold Drury,Arnold Drury,,,,,,,,Arnold Drury,Arnold Drury,,male,1912-07-23,Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-10-10,,,Arnold Drury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Arnold Drury,,,,Arnold Drury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnold Drury,,,,,,,,,,,,,,,,,,,,,,,,,
Q4798812,Arthur Gietzelt,Arthur Gietzelt,Arthur Gietzelt,Arthur Gietzelt,Arthur Gietzelt,,,,,Артур Гицелт,,Arthur Gietzelt,Arthur Gietzelt,Arthur Gietzelt,,male,1920-12-28,Arthur,Arthur Gietzelt,,,,Gietzelt,,,,,,91408918,,,,,,,,,"Гицелт, Артур",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-05,,,Arthur Gietzelt,,,,,,,,,,,Arthur Gietzelt,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Arthur Gietzelt,,,,Arthur Gietzelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Gietzelt,,,,,,,,,,,,,,,,,,,,,,,,,
Q4823172,Austin Lewis,Austin Lewis,Austin Lewis,Austin Lewis,Austin Lewis,,,,,,,,Austin Lewis,Austin Lewis (politician),,male,1932-12-05,Austin,Austin Lewis (politician),,,,Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أوستين لويس,أوستين لويس,,,,,,,,,,,,,,,,,,,,Austin Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Austin Lewis,,,,Austin Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin Lewis,,,,,,,,,,,,,,,,,,,,,,,,,
Q4840767,Baden Teague,Baden Teague,Baden Teague,Baden Teague,Baden Teague,Baden Teague,Baden Teague,Baden Teague,Baden Teague,,,,Baden Teague,Baden Teague,,male,1944-09-18,,Baden Teague,,,,Teague,,,,,,91898862,,,Baden Teague,,,,,,,,,0000 0000 6556 8140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baden Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Baden Teague,,,,Baden Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baden Teague,,,,,,,,,,,,,,,,,,,,,,,,,
Q4882896,Belinda Neal,Belinda Neal,Belinda Neal,Belinda Neal,Belinda Neal,,,,,,,Belinda Neal,Belinda Neal,Belinda Neal,,female,1963-01-10,Belinda,Belinda Neal,,,,Neal,,,,,,,,,Belinda Neal,,,,,,,,,,,,,,,/m/0d1_c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belinda Neal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Belinda Neal,,,,Belinda Neal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belinda Neal,,,,,,,,,,,,,,,,,,,,,,,,,
Q4885465,Ben Courtice,Ben Courtice,Ben Courtice,Ben Courtice,Ben Courtice,,,,,,,,Ben Courtice,Ben Courtice,,male,1881-02-14,Ben,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Benjamin_Courtice.jpg,,,Category:Ben Courtice,,,,,,,Ben Courtice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972-01-07,,,Ben Courtice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,courtice-benjamin-9840,,,,,,,,,,,,,,,,,Ben Courtice,,,,Ben Courtice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Courtice,,,,,,,,,,,,,,,,,,,,,,,,,
Q4895118,Bert Hendrickson,Bert Hendrickson,Bert Hendrickson,Bert Hendrickson,Bert Hendrickson,,,,,,,,Bert Hendrickson,Bert Hendrickson,,male,1897-12-18,Bert,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Albion_Hendrickson.jpg,Hendrickson,,Category:Bert Hendrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977-04-28,,,Bert Hendrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Bert Hendrickson,,,,Bert Hendrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert Hendrickson,,,,,,,,,,,,,,,,,,,,,,,,,
Q4907953,Bill Ashley,Bill Ashley,Bill Ashley,Bill Ashley,Bill Ashley,,,,,,,,Bill Ashley,Bill Ashley (politician),,male,1881-09-20,Bill,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/William_Patrick_Ashley.jpg,Ashley,,Category:Bill Ashley (New South Wales senator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيل أشلي,بيل أشلي,,,,,,,,,,,,,,Bill Ashley,,,1958-06-27,,,Bill Ashley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,ashley-william-patrick-bill-9392,,,,,,,,,,,,,,,,,Bill Ashley,,,,Bill Ashley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill Ashley,,,,,,,,,,,,,,,,,,,,,,,,,
Q4908279,Bill Brown,Bill Brown,Bill Brown,Bill Brown,Bill Brown,,,,,Билл Браун,,,Bill Brown,Bill Brown (Australian politician),,male,1920-12-04,Bill,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بيل براون,بيل براون (سياسي),,,,,,,,,,,,,,,,,2001-06-26,,,Bill Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Bill Brown,,,,Bill Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill Brown,,,,,,,,,,,,,,,,,,,,,,,,,
Q4910264,Bill Morrow,Bill Morrow,Bill Morrow,Bill Morrow,Bill Morrow,,,,,,,,Bill Morrow,Bill Morrow (Australian politician),,male,1888-10-22,Bill,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/William_Morrow.jpg,Morrow,,Category:Bill Morrow (Australian politician),,,,41682458,,,,,,,,,,,,,nr88002968,,,232481,,,,,,,,,,بيل مورو,بيل مورو,,,,,,,,,,,,,,,,,1980-07-12,,,Bill Morrow,,Bill Morrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,w6ff4nkb,,,,,,,,,,,,,,,,,,,,Bill Morrow,,,,Bill Morrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill Morrow,,,,,,,,,,,,,,,,,,,,,,,,,
