id,name,gender,faction,image,area,term,source,name__ja,name__ja_hira,faction__ja,area__ja
,KONO Taro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/186.jpg/%24File/186.jpg,Kanagawa 15th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/186.html,河野 太郎君,こうの たろう,自民,神奈川15
,KORI Kazuko,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/188.jpg/%24File/188.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/188.html,郡 和子君,こおり かずこ,民進,（比）東北
,KOSHIMIZU Keiichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/191.jpg/%24File/191.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/191.html,輿水 恵一君,こしみず けいいち,公明,（比）北関東
,KOYAMA Nobuhiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/181.jpg/%24File/181.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/181.html,小山 展弘君,こやま のぶひろ,民進,（比）東海
,KUDO Shozo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/168.jpg/%24File/168.jpg,Aichi 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/168.html,工藤 彰三君,くどう しょうぞう,自民,愛知4
,KUMADA Hiromichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/170.jpg/%24File/170.jpg,Aichi 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/170.html,熊田 裕通君,くまだ ひろみち,自民,愛知1
,KUNISHIGE Toru,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/169.jpg/%24File/169.jpg,Osaka 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/169.html,國重 徹君,くにしげ とおる,公明,大阪5
,KUROIWA Takahiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/171.jpg/%24File/171.jpg,Niigata 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/171.html,黒岩 宇洋君,くろいわ たかひろ,民進,新潟3
,MABUCHI Sumio,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/391.jpg/%24File/391.jpg,Nara 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/391.html,馬淵 澄夫君,まぶち すみお,民進,奈良1
,MAEDA Kazuo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/393.jpg/%24File/393.jpg,Hokkaido Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/393.html,前田 一男君,まえだ かずお,自民,（比）北海道
,MAEHARA Seiji,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/394.jpg/%24File/394.jpg,Kyoto 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/394.html,前原 誠司君,まえはら せいじ,民進,京都2
,MAEKAWA Megumi,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/392.jpg/%24File/392.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/392.html,前川 恵君,まえかわ めぐみ,自民,（比）東京都
,MAJIMA Shozo,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/389.jpg/%24File/389.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/389.html,真島 省三君,まじま しょうぞう,共産,（比）九州
,MAKI Yoshio,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/395.jpg/%24File/395.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/395.html,牧 義夫君,まき よしお,民進,（比）東海
,MAKIHARA Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/397.jpg/%24File/397.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/397.html,牧原 秀樹君,まきはら ひでき,自民,（比）北関東
,MAKISHIMA Karen,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/396.jpg/%24File/396.jpg,Kanagawa 17th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/396.html,牧島 かれん君,まきしま かれん,自民,神奈川17
,MARUYAMA Hodaka,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/411.jpg/%24File/411.jpg,Osaka 19th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/411.html,丸山 穂高君,まるやま ほだか,維新,大阪19
,MASUTA Sekio,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/398.jpg/%24File/398.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/398.html,升田 世喜男君,ますた せきお,民進,（比）東北
,MASUYA Keigo,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/399.jpg/%24File/399.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/399.html,桝屋 敬悟君,ますや けいご,公明,（比）中国
,MATSUBARA Jin,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/406.jpg/%24File/406.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/406.html,松原 仁君,まつばら じん,民進,（比）東京都
,MATSUDA Naohisa,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/402.jpg/%24File/402.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/402.html,松田 直久君,まつだ なおひさ,民進,（比）東海
,MATSUKI Kenko,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/400.jpg/%24File/400.jpg,Hokkaido Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/400.html,松木けんこう君,まつき けんこう,民進,（比）北海道
,MATSUMOTO Fumiaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/409.jpg/%24File/409.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/409.html,松本 文明君,まつもと ふみあき,自民,（比）東京都
,MATSUMOTO Jun,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/407.jpg/%24File/407.jpg,Kanagawa 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/407.html,松本 純君,まつもと じゅん,自民,神奈川1
,MATSUMOTO Takeaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/408.jpg/%24File/408.jpg,Hyogo 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/408.html,松本 剛明君,まつもと たけあき,自民,兵庫11
,MATSUMOTO Yohei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/410.jpg/%24File/410.jpg,Tokyo 19th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/410.html,松本 洋平君,まつもと ようへい,自民,東京19
,MATSUNAMI Kenta,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/403.jpg/%24File/403.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/403.html,松浪 健太君,まつなみ けんた,維新,（比）近畿
,MATSUNO Hirokazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/404.jpg/%24File/404.jpg,Chiba 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/404.html,松野 博一君,まつの ひろかず,自民,千葉3
,MATSUNO Yorihisa,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/405.jpg/%24File/405.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/405.html,松野 頼久君,まつの よりひさ,民進,（比）九州
,MATSUSHIMA Midori,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/401.jpg/%24File/401.jpg,Tokyo 14th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/401.html,松島 みどり君,まつしま みどり,自民,東京14
,MAYAMA Yuichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/390.jpg/%24File/390.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/390.html,真山 祐一君,まやま ゆういち,公明,（比）東北
,MIHARA Asahiko,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/414.jpg/%24File/414.jpg,Fukuoka 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/414.html,三原 朝彦君,みはら あさひこ,自民,福岡9
,MINORIKAWA Nobuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/416.jpg/%24File/416.jpg,Akita 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/416.html,御法川 信英君,みのりかわ のぶひで,自民,秋田3
,MITO Masashi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/415.jpg/%24File/415.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/415.html,水戸 将史君,みと まさし,民進,（比）南関東
,MITSUBAYASHI Hiromi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/412.jpg/%24File/412.jpg,Saitama 14th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/412.html,三ッ林 裕巳君,みつばやし ひろみ,自民,埼玉14
,MITSUYA Norio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/413.jpg/%24File/413.jpg,Mie 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/413.html,三ッ矢 憲生君,みつや のりお,自民,三重5
,MIYAGAWA Noriko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/418.jpg/%24File/418.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/418.html,宮川 典子君,みやがわ のりこ,自民,（比）南関東
,MIYAJI Takuma,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/424.jpg/%24File/424.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/424.html,宮路 拓馬君,みやじ たくま,自民,（比）九州
,MIYAKOSHI Mitsuhiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/419.jpg/%24File/419.jpg,Toyama 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/419.html,宮腰 光寛君,みやこし みつひろ,自民,富山2
,MIYAMOTO Takeshi,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/426.jpg/%24File/426.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/426.html,宮本 岳志君,みやもと たけし,共産,（比）近畿
,MIYAMOTO Toru,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/427.jpg/%24File/427.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/427.html,宮本 徹君,みやもと とおる,共産,（比）東京都
,MIYASHITA Ichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/425.jpg/%24File/425.jpg,Nagano 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/425.html,宮下 一郎君,みやした いちろう,自民,長野5
,MIYAUCHI Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/417.jpg/%24File/417.jpg,Fukuoka 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/417.html,宮内 秀樹君,みやうち ひでき,自民,福岡4
,MIYAZAKI Masahisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/422.jpg/%24File/422.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/422.html,宮崎 政久君,みやざき まさひさ,自民,（比）九州
,MIYAZAKI Takeshi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/421.jpg/%24File/421.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/421.html,宮崎 岳志君,みやざき たけし,民進,（比）北関東
,MIYAZAWA Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/423.jpg/%24File/423.jpg,Shizuoka 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/423.html,宮澤 博行君,みやざわ ひろゆき,自民,静岡3
,MOCHIZUKI Yoshio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/435.jpg/%24File/435.jpg,Shizuoka 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/435.html,望月 義夫君,もちづき よしお,自民,静岡4
,MORI Eisuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/440.jpg/%24File/440.jpg,Chiba 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/440.html,森 英介君,もり えいすけ,自民,千葉11
,MORIYAMA Hiroshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/441.jpg/%24File/441.jpg,Kagoshima 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/441.html,森山 裕君,もりやま ひろし,自民,鹿児島5
,MORIYAMA Masahito,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/439.jpg/%24File/439.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/439.html,盛山 正仁君,もりやま まさひと,自民,（比）近畿
,MOTEGI Toshimitsu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/436.jpg/%24File/436.jpg,Tochigi 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/436.html,茂木 敏充君,もてぎ としみつ,自民,栃木5
,MOTOMURA Kentaro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/437.jpg/%24File/437.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/437.html,本村 賢太郎君,もとむら けんたろう,民進,（比）南関東
,MOTOMURA Nobuko,female,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/438.jpg/%24File/438.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/438.html,本村 伸子君,もとむら のぶこ,共産,（比）東海
,MUNEKIYO Koichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/431.jpg/%24File/431.jpg,Osaka 13th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/431.html,宗清 皇一君,むねきよ こういち,自民,大阪13
,MURAI Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/432.jpg/%24File/432.jpg,Saitama 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/432.html,村井 英樹君,むらい ひでき,自民,埼玉1
,MURAKAMI Seiichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/434.jpg/%24File/434.jpg,Ehime 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/434.html,村上 誠一郎君,むらかみ せいいちろう,自民,愛媛2
,MURAOKA Toshihide,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/433.jpg/%24File/433.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/433.html,村岡 敏英君,むらおか としひで,民進,（比）東北
,MUTAI Shunsuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/430.jpg/%24File/430.jpg,Nagano 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/430.html,務台 俊介君,むたい しゅんすけ,自民,長野2
,MUTO Takaya,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/428.jpg/%24File/428.jpg,Shiga 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/428.html,武藤 貴也君,むとう たかや,無,滋賀4
,MUTO Yoji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/429.jpg/%24File/429.jpg,Gifu 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/429.html,武藤 容治君,むとう ようじ,自民,岐阜3
,NAGAO Takashi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/317.jpg/%24File/317.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/317.html,長尾 敬君,ながお たかし,自民,（比）近畿
,NAGAOKA Keiko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/316.jpg/%24File/316.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/316.html,永岡 桂子君,ながおか けいこ,自民,（比）北関東
,NAGASAKA Yasumasa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/318.jpg/%24File/318.jpg,Aichi 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/318.html,長坂 康正君,ながさか やすまさ,自民,愛知9
,NAGASAKI Kotaro,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/319.jpg/%24File/319.jpg,Yamanashi 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/319.html,長崎 幸太郎君,ながさき こうたろう,無,山梨2
,NAGASHIMA Akihisa,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/320.jpg/%24File/320.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/320.html,長島 昭久君,ながしま あきひさ,無,（比）東京都
,NAGASHIMA Tadayoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/321.jpg/%24File/321.jpg,Niigata 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/321.html,長島 忠美君,ながしま ただよし,自民,新潟5
,NAGATSUMA Akira,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/322.jpg/%24File/322.jpg,Tokyo 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/322.html,長妻 昭君,ながつま あきら,民進,東京7
,NAKAGAWA Masaharu,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/302.jpg/%24File/302.jpg,Mie 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/302.html,中川 正春君,なかがわ まさはる,民進,三重2
,NAKAGAWA Toshinao,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/301.jpg/%24File/301.jpg,Hiroshima 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/301.html,中川 俊直君,なかがわ としなお,無,広島4
,NAKAGAWA Yasuhiro,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/303.jpg/%24File/303.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/303.html,中川 康洋君,なかがわ やすひろ,公明,（比）東海
,NAKAGAWA Yuko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/304.jpg/%24File/304.jpg,Hokkaido 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/304.html,中川 郁子君,なかがわ ゆうこ,自民,北海道11
,NAKAJIMA Katsuhito,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/305.jpg/%24File/305.jpg,Yamanashi 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/305.html,中島 克仁君,なかじま かつひと,民進,山梨1
,NAKAMURA Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/312.jpg/%24File/312.jpg,Hokkaido 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/312.html,中村 裕之君,なかむら ひろゆき,自民,北海道4
,NAKAMURA Kishiro,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/311.jpg/%24File/311.jpg,Ibaraki 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/311.html,中村 喜四郎君,なかむら きしろう,無,茨城7
,NAKANE Kazuyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/308.jpg/%24File/308.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/308.html,中根 一幸君,なかね かずゆき,自民,（比）北関東
,NAKANE Yasuhiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/309.jpg/%24File/309.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/309.html,中根 康浩君,なかね やすひろ,民進,（比）東海
,NAKANO Hiromasa,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/310.jpg/%24File/310.jpg,Hyogo 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/310.html,中野 洋昌君,なかの ひろまさ,公明,兵庫8
,NAKATANI Gen,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/306.jpg/%24File/306.jpg,Kochi 1st district,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/306.html,中谷 元君,なかたに げん,自民,高知1
,NAKATANI Shinichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/307.jpg/%24File/307.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/307.html,中谷 真一君,なかたに しんいち,自民,（比）南関東
,NAKAYAMA Norihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/313.jpg/%24File/313.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/313.html,中山 展宏君,なかやま のりひろ,自民,（比）南関東
,NAKAYAMA Yasuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/314.jpg/%24File/314.jpg,Osaka 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/314.html,中山 泰秀君,なかやま やすひで,自民,大阪4
,NAKAZATO Toshinobu,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/315.jpg/%24File/315.jpg,Okinawa 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/315.html,仲里 利信君,なかざと としのぶ,無,沖縄4
,NEMOTO Takumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/332.jpg/%24File/332.jpg,Fukushima 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/332.html,根本 匠君,ねもと たくみ,自民,福島2
,NEMOTO Yukinori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/333.jpg/%24File/333.jpg,Aichi 15th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/333.html,根本 幸典君,ねもと ゆきのり,自民,愛知15
,NIKAI Toshihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/323.jpg/%24File/323.jpg,Wakayama 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/323.html,二階 俊博君,にかい としひろ,自民,和歌山3
,NISHIKAWA Koya,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/326.jpg/%24File/326.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/326.html,西川 公也君,にしかわ こうや,自民,（比）北関東
,NISHIME Kosaburo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/330.jpg/%24File/330.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/330.html,西銘 恒三郎君,にしめ こうさぶろう,自民,（比）九州
,NISHIMURA Akihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/327.jpg/%24File/327.jpg,Miyagi 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/327.html,西村 明宏君,にしむら あきひろ,自民,宮城3
,NISHIMURA Chinami,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/328.jpg/%24File/328.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/328.html,西村 智奈美君,にしむら ちなみ,民進,（比）北陸信越
,NISHIMURA Yasutoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/329.jpg/%24File/329.jpg,Hyogo 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/329.html,西村 康稔君,にしむら やすとし,自民,兵庫9
,NIWA Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/324.jpg/%24File/324.jpg,Aichi 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/324.html,丹羽 秀樹君,にわ ひでき,自民,愛知6
,NIWA Yuya,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/325.jpg/%24File/325.jpg,Ibaraki 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/325.html,丹羽 雄哉君,にわ ゆうや,自民,茨城6
,NODA Seiko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/334.jpg/%24File/334.jpg,Gifu 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/334.html,野田 聖子君,のだ せいこ,自民,岐阜1
,NODA Takeshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/335.jpg/%24File/335.jpg,Kumamoto 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/335.html,野田 毅君,のだ たけし,自民,熊本2
