id,name,name__en,occupation,original_wikiname,name__nl,wikipedia__en,name__de,name__fr,gender,name__af,wikipedia__af,name__it,image,birth_date,given_name,identifier__VIAF,identifier__SUDOC,identifier__LCAuth,identifier__NUKAT,death_date,name__nb,name__da,name__nn,name__sv,name__id,name__es,name__fi,name__hu,wikipedia__commons,wikipedia__fr,wikipedia__id,wikipedia__sv,name__ru,name__ar,wikipedia__de,identifier__ISNI,identifier__BNF,identifier__NTA,identifier__GND,family_name,identifier__freebase,name__zh,identifier__IMDB,name__sw,wikipedia__fi,wikipedia__sw,identifier__FAST,identifier__PTBNP,identifier__SELIBR,honorific_prefix,name__pl,wikipedia__it,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,name__lb,name__pt,name__ga,name__xh,name__zu,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ja,name__zh_hant,name__zh_cn,wikipedia__es,wikipedia__ga,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__simple,wikipedia__xh,wikipedia__zu,identifier__DBNL,identifier__Munzinger,identifier__NNDB,identifier__snac,identifier__BIBSYS,wikipedia__ar,name__cy,name__hr,twitter,name__eo,name__ca,name__la,wikipedia__la,wikipedia__eo,name__ko,wikipedia__ko,name__tl,wikipedia__tl,identifier__quora,name__hi,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__jv,name__pam,name__he,name__ms,name__ml,name__et,name__tr,name__uk,name__el,wikipedia__ca,wikipedia__et,wikipedia__he,wikipedia__hi,wikipedia__jv,wikipedia__ml,wikipedia__ms,wikipedia__pam,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__GTAA,name__cs,wikipedia__cs,wikipedia__cswikiquote,identifier__JewishEnc,identifier__NLI,name__ss,wikipedia__ss,name__eu,name__ta,name__br,name__sr,name__be,name__ie,name__yo,name__lv,name__vi,name__sh,name__scn,name__ro,name__th,name__mr,name__fa,name__te,name__ka,name__nds,name__bn,name__kn,name__oc,name__gd,name__mk,name__ty,name__pa,name__yue,name__io,name__ast,name__sk,name__sco,name__bg,wikipedia__afwikiquote,wikipedia__ast,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eowikinews,wikipedia__eu,wikipedia__fa,wikipedia__frwikinews,wikipedia__gd,wikipedia__hr,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__lv,wikipedia__mk,wikipedia__mr,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__ty,wikipedia__vi,wikipedia__wuu,wikipedia__yo,wikipedia__zh_yue,identifier__NKC,identifier__CSPAN,identifier__britishmuseum,identifier__nyt_topic,identifier__Britannica,identifier__bigenc_ru,name__sl,name__rw,wikipedia__rw,wikipedia__sl,identifier__CANTIC,name__ve,name__gu,name__an,name__bar,name__co,name__de_at,name__egl,name__eml,name__frp,name__fur,name__gl,name__gsw,name__ia,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__rm,name__sc,name__sr_el,name__vec,name__vls,name__vo,name__wa,name__wo,wikipedia__az,wikipedia__gu,wikipedia__ve,identifier__ne_se,wikipedia__st,facebook,name__ur,wikipedia__ur,name__ts,name__be_tarask,name__hy,identifier__NDL,identifier__BNE,name__az,wikipedia__nso,identifier__GNC,website,wikipedia__gl,wikipedia__ts,wikipedia__uz,wikipedia__sq,identifier__wikitree,name__nso,name__st,name__uz,name__sq
Q47890880,Joel Sibusiso Ndebele,Joel Sibusiso Ndebele,politician,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890891,Ramakaudi Paul Ramakatsa,Ramakaudi Paul Ramakatsa,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890933,Joyce Clementine Moloi-Moropa,Joyce Clementine Moloi-Moropa,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890940,Elvis Kholwana Siwela,Elvis Kholwana Siwela,politician,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890956,Raesibe Eunice Nyalungu,Raesibe Eunice Nyalungu,politician,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890961,Trevor John Bonhomme,Trevor John Bonhomme,politician,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890972,Johanna Mmule Maluleke,Johanna Mmule Maluleke,politician,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890979,Maureen Angela Scheepers,Maureen Angela Scheepers,politician,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890986,Mzwandile Collen Masina,Mzwandile Collen Masina,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890991,Bennet Mzwenqaba Bhanga,Bennet Mzwenqaba Bhanga,politician,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47890998,Monwabisi Bevan Goqwana,Monwabisi Bevan Goqwana,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47891871,Lumka Elizabeth Yengeni,Lumka Elizabeth Yengeni,politician,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48078983,Terence Mpanza,Terence Mpanza,politician,,Terence Mpanza,,,,male,,,,,,Terence,,,,,,,,,,,Terence Mpanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48079764,Mgcini Tshwaku,Mgcini Tshwaku,politician,,Mgcini Tshwaku,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48079992,Carin Visser,Carin Visser,politician,,Carin Visser,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48080455,Nontando Nolutshungu,Nontando Nolutshungu,politician,,Nontando Nolutshungu,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48081103,Wouter Wessels,Wouter Wessels,politician,,Wouter Wessels,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48081399,Khonziwe Hlonyana,Khonziwe Hlonyana,politician,,Khonziwe Hlonyana,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48086018,Sophie Thembekwayo,Sophie Thembekwayo,politician,,Sophie Thembekwayo,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doctor of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48086661,Thembisile Khanyile,Thembisile Khanyile,politician,,Thembisile Khanyile,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q48087000,Elphas Buthelezi,Elphas Buthelezi,politician,,Elphas Buthelezi,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4868980,Bathabile Dlamini,Bathabile Dlamini,politician,Bathabile Dlamini,Bathabile Dlamini,Bathabile Dlamini,Bathabile Dlamini,Bathabile Dlamini,female,,Bathabile Dlamini,Bathabile Dlamini,,1968-09-10,,,,,,,Bathabile Dlamini,Bathabile Dlamini,Bathabile Dlamini,Bathabile Dlamini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4901661,Bheki Cele,Bheki Cele,politician,Bheki Cele,Bheki Cele,Bheki Cele,Bheki Cele,Bheki Cele,male,,Bheki Cele,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bheki_Cele_at_press_conference_on_crime_at_World_Cup_2010-06-29_1.jpg,1952-04-22,,311770328,,n2014074422,,,Bheki Cele,Bheki Cele,Bheki Cele,Bheki Cele,,,,,Category:Bheki Cele,,,,,,Bheki Cele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4956754,Tina Joemat-Peterson,Tina Joemat-Peterson,politician,Tina Joemat-Petterson,Tina Joemat-Peterson,Tina Joemat-Pettersson,,Tina Joemat-Pettersson,female,Tina Joemat-Pettersson,Tina Joemat-Pettersson,Tina Joemat-Pettersson,https://upload.wikimedia.org/wikipedia/commons/4/46/Tina_Joemat-Peterson.png,1963-12-18,Tina,,,,,,Tina Joemat-Peterson,Tina Joemat-Peterson,Tina Joemat-Peterson,Tina Joemat-Peterson,Tina Joemat-Peterson,Tina Joemat-Peterson,Tina Joemat-Peterson,Tina Joemat-Peterson,Category:Tina Joemat-Pettersson,Tina Joemat-Pettersson,Tina Joemat-Peterson,Tina Joemat-Pettersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5049285,Cassel Mathale,Cassel Mathale,politician,Cassel Mathale,Cassel Mathale,Cassel Mathale,Cassel Mathale,Cassel Mathale,male,,,Cassel Mathale,,1961-01-23,,,,,,,Cassel Mathale,Cassel Mathale,Cassel Mathale,Cassel Mathale,,Cassel Mathale,,Cassel Mathale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5057098,Cedric Frolick,Cedric Frolick,politician,Cedric Frolick,Cedric Frolick,Cedric Frolick,Cedric Frolick,Cedric Frolick,male,,,,https://upload.wikimedia.org/wikipedia/commons/0/02/Ced.jpg,1967-01-20,Cedric,,,,,,Cedric Frolick,Cedric Frolick,Cedric Frolick,Cedric Frolick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5081288,Charles Nqakula,Charles Nqakula,politician,,Charles Nqakula,Charles Nqakula,Charles Nqakula,Charles Nqakula,male,Charles Nqakula,Charles Nqakula,,,1942-09-13,Charles,199755265,,,,,Charles Nqakula,Charles Nqakula,Charles Nqakula,Charles Nqakula,,Charles Nqakula,,Charles Nqakula,,,,,,,,0000 0003 5756 6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q510746,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,politician,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,female,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,"https://upload.wikimedia.org/wikipedia/commons/1/17/Nosiviwe_Mapisa-Nqakula_at_the_Pentagon_Sept._12,_2012.jpg",1956-11-13,,,,,,,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,,Nosiviwe Mapisa-Nqakula,,Nosiviwe Mapisa-Nqakula,Category:Nosiviwe Mapisa-Nqakula,Nosiviwe Mapisa-Nqakula,,,,,Nosiviwe Mapisa-Nqakula,,,,,,/m/026rq5r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q51673650,Alvin Botes,Alvin Botes,politician,,Alvin Botes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237258,David Maynier,David Maynier,politician,David Maynier,David Maynier,David Maynier,David Maynier,David Maynier,male,,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/David_Manier_DA_MP.jpg,1968-10-22,El verdadero niño polla,,,,,,David Maynier,David Maynier,David Maynier,David Maynier,,David Maynier,,David Maynier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257754,Denise Robinson,Denise Robinson,politician,Denise Robinson,Denise Robinson,Denise Robinson,Denise Robinson,Denise Robinson,female,,,Denise Robinson,https://upload.wikimedia.org/wikipedia/commons/d/d2/Denise_Robinson_DA_MP.jpg,,Denise,,,,,,,,,,,Denise Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5279277,Dion George,Dion George,politician,,Dion George,Dion George,Dion George,Dion George,male,,,Dion George,https://upload.wikimedia.org/wikipedia/commons/c/c6/Dion_George_DA_MP.jpg,,Dion,,,,,,Dion George,Dion George,Dion George,Dion George,,,,,,,,,,,,,,,,George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5280133,Dipuo Peters,Dipuo Peters,politician,Dipuo Peters,Dipuo Peters,Dipuo Peters,Dipuo Peters,Dipuo Peters,female,,,Dipuo Peters,https://upload.wikimedia.org/wikipedia/commons/8/8d/H.E._Dipuo_Peters_-_Energy_Minister_in_South_Africa.jpg,1960-05-13,,,,,,,Dipuo Peters,Dipuo Peters,Dipuo Peters,Dipuo Peters,,,,,,Dipuo Peters,,,,,Dipuo Peters,,,,,Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
