id,position,label,description,start_date,constituency,replaces,replaced_by,end_date,ordinal,party,election
Q433891,Q21364537,member of the State Senate of Missouri,"","",,,,,,,
Q434078,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q434112,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q434121,Q13218630,United States representative,elected representative in the US,1993-01-03,Georgia's 1st congressional district,,,2015-01-03,,,
Q434121,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,
Q434121,Q7314585,Republican Conference Vice-Chairman of the United States House of Representatives,"",2003-01-03,,Deborah Pryce,Kay Granger,2007-01-03,,,
Q434458,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q434458,Q21363942,member of the State Senate of Minnesota,"",1977-01-04,,Roger L. Hanson,Cal Larson,1987-01-05,,,
Q434463,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q434463,Q18526160,member of the Wisconsin State Assembly,Representative of the state of Wisconsin,"",,,,,,,
Q4347781,Q13218630,United States representative,elected representative in the US,1973-01-03,Ohio's 16th congressional district,Frank T. Bow,John Boccieri,2009-01-03,,,
Q4347781,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,
Q4347781,Q20065429,member of the State Senate of Ohio,"",1967-01-03,,"",Richard Reichel,1973-01-03,,,
Q434890,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q434947,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q434947,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,
Q434952,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q436825,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q436825,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,
Q437667,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q439117,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q440246,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q440885,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q440885,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,
Q441710,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q441710,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,
Q443029,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q444678,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q444926,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q445046,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q445980,Q13218630,United States representative,elected representative in the US,1969-01-03,New Mexico's 1st congressional district,Thomas G. Morris,Steven Schiff,1989-01-03,,,
Q445980,Q2287650,United States Secretary of the Interior,head of the Department of the Interior in the United States government,1989-02-03,,Donald P. Hodel,Bruce Babbitt,1993-01-20,46,,
Q446778,Q13217683,United States senator,member of the United States Senate,1987-01-03,Georgia,Mack Mattingly,Paul Coverdell,1993-01-03,,,
Q446778,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q446795,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q448982,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q449713,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q449713,Q18341783,Member of the Wyoming House of Representatives,"",1987,,,,1993,,,
Q449713,Q19394559,member of the State Senate of Wyoming,"",1993,,,,1995,29,,
Q449713,Q7314582,Republican Conference Secretary of the United States House of Representatives,"",2001-01-03,,Deborah Pryce,John Doolittle,2003-01-03,,,
Q452955,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q452955,Q18195558,member of the State Senate of Mississippi,"","",,,,,,,
Q455833,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q456064,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q456064,Q18341783,Member of the Wyoming House of Representatives,"","",,,,,,,
Q456064,Q19394559,member of the State Senate of Wyoming,"","",,,,,,,
Q456213,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q456213,Q17487134,Member of the Kansas House of Representatives,elected Representative,"",,,,,,,
Q456464,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q457633,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q458416,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q458453,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q458453,Q19727887,member of the State Senate of North Carolina,"Member the  of North Carolina Senate, USA","",,,,,,,
Q458453,Q7314582,Republican Conference Secretary of the United States House of Representatives,"",2013-01-03,,John Carter,,,,,
Q459176,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q459176,Q7314581,Republican Conference Chairman of the United States House of Representatives,"",1999-01-03,,John Boehner,Deborah Pryce,2003-01-03,,,
Q45946,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q45946,Q19360415,member of the Oregon House of Representatives,"elected Representative in Oregon, USA","",,,,,,,
Q45946,Q19689183,member of the State Senate of Oregon,"","",,,,,,,
Q459624,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q459624,Q7883173,Under Secretary of State for Arms Control and International Security Affairs,"",2009-06-26,,John Rood,Rose Gottemoeller,2012-02-07,,,
Q459693,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q460035,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q460035,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,
Q460652,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461489,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461497,Q13218630,United States representative,elected representative in the US,2001-06-05,California's 32nd congressional district,Julian C. Dixon,Hilda Solis,2003-01-03,,,
Q461497,Q13218630,United States representative,elected representative in the US,2003-01-03,California's 33rd congressional district,Lucille Roybal-Allard,Karen Bass,2011-01-03,,,
Q461497,Q19690441,member of the State Senate of California,"",1978-12-04,,Nate Holden,Ralph C. Dills,1982-12-06,,,
Q461497,Q19690441,member of the State Senate of California,"",1982-12-06,,Ralph C. Dills,Ralph C. Dills,1990-12-03,,,
Q461497,Q19690441,member of the State Senate of California,"",1994-12-05,,Charles Calderon,Kevin Murray,1998-12-07,,,
Q461497,Q7889409,United States Ambassador to the Federated States of Micronesia,"",1999,,March Fong Eu,Larry Miles Dinger,2000,,,
Q461504,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461504,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,
Q461504,Q19961062,member of the State Senate of Florida,"","",,,,,,,
Q461512,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461512,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,
Q461526,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461526,Q18565274,member of the State Senate of Texas,"","",,,,,,,
Q461526,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,
Q461604,Q13218630,United States representative,elected representative in the US,1997-01-03,,Victor O. Frazer,Stacey Plaskett,2015-01-03,,,
Q461604,Q20853586,Delegate of the Virgin Islands to the United States House of Representatives,"","",,,,,,,
Q461615,Q13218630,United States representative,elected representative in the US,1982-11-02,Indiana's 1st congressional district,,,1985-01-03,,,
Q461615,Q18190880,member of the Indiana House of Representatives,"","",,,,,,,
Q461615,Q19362907,member of the State Senate of Indiana,"","",,,,,,,
Q461626,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461626,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,
Q461629,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461629,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,
Q461698,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461698,Q17602055,member of the State Senate of Wisconsin,"","",,,,,,,
Q461698,Q18526160,member of the Wisconsin State Assembly,Representative of the state of Wisconsin,"",,,,,,,
Q461717,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461739,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461739,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,
Q461974,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q461974,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,
Q462899,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q462899,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,
Q465295,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q465295,Q20644070,Governor of Ohio,head of the executive branch of Ohio's state government,2007-01-08,,Bob Taft,John Kasich,2011-01-10,68,Democratic Party,"Ohio gubernatorial election, 2006"
Q465767,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q465843,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q466746,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q466746,Q18763331,member of the Connecticut House of Representatives,elected representative in Connecticut,"",,,,,,,
Q4685569,Q18691526,member of the State Senate of New York,elected Representative,"",,,,,,,
Q4685569,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q468807,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q469689,Q13218630,United States representative,elected representative in the US,1986-09-20,,,,1987-01-03,,,
Q469689,Q13218630,United States representative,elected representative in the US,1991-01-03,Hawaii's 1st congressional district,Pat Saiki,Charles Djou,2010-02-28,,,
Q469689,Q19319643,Member of the Hawaii House of Representatives,"","",,,,,,,
Q469689,Q5589655,Governor of Hawaii,governor of the U.S. state of Hawaii,2010-12-06,,Linda Lingle,David Ige,2014-12-01,7,,
Q472199,Q13218630,United States representative,elected representative in the US,1979-01-03,California's 37th congressional district,Shirley Neil Pettis,Al McCandless,1983-01-03,,,
Q472199,Q13218630,United States representative,elected representative in the US,1983-01-03,California's 35th congressional district,David Dreier,Maxine Waters,1993-01-03,,,
Q472199,Q13218630,United States representative,elected representative in the US,1993-01-03,California's 40th congressional district,Christopher Cox,Ed Royce,2003-01-03,,,
Q472199,Q13218630,United States representative,elected representative in the US,2003-01-03,California's 41st congressional district,Gary Miller,Mark Takano,2013-01-03,,,
Q472199,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1969,California's 73rd State Assembly district,L. Stewart Hinckley,Robert H. Burke,1974,,,
Q472199,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1974,California's 67th State Assembly district,Paul Bannai,Bill Leonard,1978,,,
Q472199,Q7314581,Republican Conference Chairman of the United States House of Representatives,"",1989-01-03,,Dick Cheney,Dick Armey,1993-01-03,,,
Q473050,Q13218630,United States representative,elected representative in the US,1979-01-03,Minnesota's 5th congressional district,Donald M. Fraser,Keith Ellison,2007-01-03,,,
Q473050,Q17505193,member of the Minnesota House of Representatives,elected representative in Minnesota,"",,,,,,,
Q473061,Q13218630,United States representative,elected representative in the US,1991-01-03,Minnesota's 3rd congressional district,Bill Frenzel,Erik Paulsen,2009-01-03,,,
Q473061,Q21363942,member of the State Senate of Minnesota,"",1981-01-06,,,,1991-01-03,,,
Q4731622,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q473287,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4733597,Q13218630,United States representative,elected representative in the US,2014-11-04,North Carolina's 12th congressional district,Mel Watt,,,,,
Q4733597,Q18089655,Member of the North Carolina House of Representatives,"","",,,,,,,
Q4747436,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4858820,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q489419,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4933340,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4933340,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,
Q4953782,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4954892,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4978147,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q4983802,Q13218630,United States representative,elected representative in the US,"",Ohio's 7th congressional district,,,,,,
Q4983802,Q7889749,United States Deputy Secretary of Commerce,"","",,,,,,,
Q501814,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q503529,Q13218630,United States representative,elected representative in the US,2001-01-03,Washington's 2nd congressional district,Jack Metcalf,,,,,
Q505222,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q505302,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q505302,Q20801656,Governor of Delaware,"",2017-01-17,,,,,74,,
Q505473,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q505473,Q18190880,member of the Indiana House of Representatives,"","",,,,,,,
Q505598,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q505598,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q505722,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q505730,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q505730,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,
Q506694,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q509273,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5106098,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5106218,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q512071,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q513789,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q513789,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,
Q514350,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q514350,Q21364537,member of the State Senate of Missouri,"","",,,,,,,
Q514660,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q517649,Q13218630,United States representative,elected representative in the US,2008-03-11,Indiana's 7th congressional district,,,,,,
Q517866,Q13218630,United States representative,elected representative in the US,1965-01-03,Michigan's 15th congressional district,"John Dingell, Jr.",Barbara-Rose Collins,1993-01-03,,,
Q517866,Q13218630,United States representative,elected representative in the US,1993-01-03,Michigan's 13th congressional district,Barbara-Rose Collins,Lynn N. Rivers,1995-01-03,,,
Q517866,Q18675883,member of the State Senate of Michigan,"",1962,,,,1964,,,
Q518424,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q518997,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q518997,Q7314582,Republican Conference Secretary of the United States House of Representatives,"",1997-01-03,,Barbara Vucanovich,Tillie K. Fowler,1997-07-17,,,
Q518997,Q7314585,Republican Conference Vice-Chairman of the United States House of Representatives,"",1997-07-17,,Susan Molinari,Tillie K. Fowler,1999-01-03,,,
Q519780,Q13217683,United States senator,member of the United States Senate,2005-01-03,Louisiana,John Breaux,John Neely Kennedy,2017-01-03,,,
Q519780,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q519780,Q17355090,member of the Louisiana House of Representatives,elected representative,"",,,,,,,
Q519908,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q519908,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,1989-01,,,,1997-01-03,,,
Q519922,Q13218630,United States representative,elected representative in the US,2001-01-03,Florida's 8th congressional district,Bill McCollum,Alan Grayson,2009-01-03,,,
Q521377,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5228974,Q13218630,United States representative,elected representative in the US,1991-01-03,Ohio's 7th congressional district,,,2009-01-03,,,
Q5238122,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5238122,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q5239255,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5239255,Q19727887,member of the State Senate of North Carolina,"Member the  of North Carolina Senate, USA","",,,,,,,
Q524510,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q524510,Q17486298,Member of the Arizona House of Representatives,member of the House of Representatives of the state of Arizona,"",,,,,,,
Q524510,Q21360913,member of the State Senate of Arizona,a member of the Senate of the state of Arizona,"",,,,,,,
Q525308,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q525363,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q526234,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q526808,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q527493,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q527553,Q13217683,United States senator,member of the United States Senate,2001-01-03,Virginia,Chuck Robb,Jim Webb,2007-01-03,,,
Q527553,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q527553,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,
Q527553,Q878942,Governor of Virginia,position,"",,,,,,,
Q528359,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q528991,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q529090,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q529090,Q18536527,member of the New Jersey General Assembly,"","",,,,,,,
Q5294942,Q18536527,member of the New Jersey General Assembly,"","",,,,,,,
Q5294942,Q19385767,member of the State Senate of New Jersey,"","",,,,,,,
Q5335552,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q535887,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q535887,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1982-12,California's 36th State Assembly district,Charles R. Imbrecht,Nao Takasugi,1992-12,,,
Q535887,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1996-12,California's 38th State Assembly district,Paula Boland,Keith Richman,2000-12-04,,,
Q535887,Q19690441,member of the State Senate of California,"",2000-12-04,,Cathie Wright,Tony Strickland,2008-12-01,,,
Q538785,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q538888,Q13218630,United States representative,elected representative in the US,"",California's 18th congressional district,Gary Condit,Anna Eshoo,,,,
Q538888,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1996,,Sal Cannella,Greg Aghazarian,2002,,,
Q539444,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q539459,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q539521,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q539587,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q539587,Q18565274,member of the State Senate of Texas,"","",,,,,,,
Q539587,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,
Q540544,Q13218630,United States representative,elected representative in the US,1995-01-03,Georgia's 7th congressional district,,,2003-01-03,,,
Q541251,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q541251,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,
Q5415437,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5415437,Q21368444,member of the State Senate of West Virginia,"","",,,,,,,
Q545221,Q13218630,United States representative,elected representative in the US,1983-01-03,California's 26th congressional district,John H. Rousselot,,2003-01-03,,,
Q545221,Q13218630,United States representative,elected representative in the US,2003-01-03,California's 28th congressional district,David Dreier,Adam Schiff,2013-01-03,,,
Q545221,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1974,California's 57th State Assembly district,Jack R. Fenton,"Willie Brown, Jr.",1980,,,
Q545221,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1975-01-03,California's 43rd State Assembly district,Michael D. Antonovich,Gray Davis,1983-01-03,,,
Q546414,Q13218630,United States representative,elected representative in the US,1994-05-24,Kentucky's 2nd congressional district,William Huston Natcher,Steven Brett Guthrie,2009-01-03,,,
Q546932,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q546932,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,
Q547153,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q548122,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5487325,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q549521,Q13218630,United States representative,elected representative in the US,1999-01-03,,,,,,,
Q549521,Q17546641,Member of the Idaho House of Representatives,"",1984-12,,,,1998-12,,,
Q549521,Q17546641,Member of the Idaho House of Representatives,"",1984-12-01,,,Lenore Barrett,1992-12-01,,,
Q549521,Q17546641,Member of the Idaho House of Representatives,"",1992-12-01,,,,1998-12-01,,,
Q5495555,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5495555,Q18691526,member of the State Senate of New York,elected Representative,"",,,,,,,
Q550705,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q550705,Q18342769,member of the State Senate of Maine,State Senator of the United States State of Maine,1973-01-03,,Gerard Conley,,1975-01-01,,,
Q550705,Q18713970,member of the Maine House of Representatives,elected Representative in the State of Maine,1965-01-06,,,,1971-01-06,,,
Q550705,Q3506352,Governor of Maine,"",1979-01-03,,James B. Longley,John R. McKernan,1987-01-07,70,,
Q550705,Q6736314,Maine Attorney General,attorney general for the U.S. state of Maine,1975-01-02,,Jon A. Lund,Richard S. Cohen,1979-01-03,,,
Q551578,Q13218630,United States representative,elected representative in the US,1999-01-03,Massachusetts's 8th congressional district,Joseph P. Kennedy II,Stephen Lynch,2013-01-03,,,
Q551578,Q13218630,United States representative,elected representative in the US,2013-01-03,Massachusetts's 7th congressional district,Ed Markey,,,,,
Q5524571,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5524571,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q553116,Q13217683,United States senator,member of the United States Senate,1993-01-03,New Hampshire,Warren Rudman,Kelly Ayotte,2011-01-03,,,
Q553116,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q553116,Q5589687,Governor of New Hampshire,"",1989-01-04,,John H. Sununu,Ralph D. Hough,1993-01-02,76,,
Q553626,Q13218630,United States representative,elected representative in the US,1987-01-03,,John E. Grotberg,Bill Foster,2007-11-26,,,
Q553626,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,
Q553626,Q912994,speaker of the United States House of Representatives,position,1999-01-06,,Newt Gingrich,Nancy Pelosi,2007-01-03,,,
Q5537601,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q553872,Q13218630,United States representative,elected representative in the US,1993-01-03,Pennsylvania's 6th congressional district,Gus Yatron,Jim Gerlach,2003-01-03,,,
Q5539661,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5539661,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,"",,,,,,,
Q5539661,Q18199902,member of the State Senate of Pennsylvania,"","",,,,,,,
Q5548906,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5548906,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q555393,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q555393,Q17546641,Member of the Idaho House of Representatives,"","",,,,,,,
Q555735,Q13217683,United States senator,member of the United States Senate,1992-12-14,North Dakota,Kent Conrad,John Hoeven,2011-01-03,,,
Q555735,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q556404,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q556404,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,
Q557810,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q559589,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q559822,Q13218630,United States representative,elected representative in the US,1983-01-03,,,,1995-01-03,,,
Q559822,Q20801659,Governor of Pennsylvania,head of the executive branch of Pennsylvania's state government,1995-01-17,,Robert P. Casey,Mark S. Schweiker,2001-10-05,43,,
Q559822,Q28069466,Homeland Security Advisor,White House advisory position,2001-09-20,,,John A. Gordon,2003-01-24,1,,
Q559822,Q642859,United States Secretary of Homeland Security,head of the United States Department of Homeland Security,2003-01-24,,"",Michael Chertoff,2005-02-01,1,,
Q561325,Q13218630,United States representative,elected representative in the US,1979-01-03,Texas's 18th congressional district,Barbara Jordan,Craig Washington,1989-08-07,,,
Q561325,Q18604553,member of the Texas House of Representatives,elected representative,1973-01-09,,,,1979-01-03,,,
Q5665116,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5712486,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5723703,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q572941,Q13218630,United States representative,elected representative in the US,1977-01-03,,,,1997-01-03,,,
Q572941,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,
Q572941,Q19690441,member of the State Senate of California,"","",,,,,,,
Q5793043,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q5793043,Q17598395,member of the Washington House of Representatives,elected Representative,1979-01-08,Washington's 16th legislative district,Charles Kilbury,,1987-01-03,,,
Q583529,Q13218630,United States representative,elected representative in the US,"",California's 18th congressional district,,,,,,
Q583529,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,
Q5856885,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q595948,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q600005,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q600957,Q13218630,United States representative,elected representative in the US,1973-01-03,,"",Vicente T. Blaz,1985-01-03,,,
Q600957,Q19420755,Member of the Legislature of Guam,"","",,,,,,,
Q603467,Q13218630,United States representative,elected representative in the US,2001-01-03,Ohio's 12th congressional district,,,,,,
Q603467,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,
Q6069522,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6069522,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,
Q6137047,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6163589,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6163589,Q18131809,Member of the Missouri House of Representatives,elected Representative,"",,,,,,,
Q6182103,Q13217683,United States senator,member of the United States Senate,1990-12-07,New Hampshire,Gordon J. Humphrey,John E. Sununu,2003-01-03,,,
Q6182103,Q13218630,United States representative,elected representative in the US,1985-01-03,New Hampshire's 1st congressional district,Norman D'Amours,Bill Zeliff,1990-12-07,,,
Q6210357,Q13218630,United States representative,elected representative in the US,"",Pennsylvania's 13th congressional district,Jon D. Fox,Allyson Schwartz,,,,
Q6210357,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,1977-01-04,"Pennsylvania House of Representatives, District 153",Daniel Beren,Jon D. Fox,1984-11-30,,,
Q6222319,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6222319,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,
Q6245684,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6245684,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,
Q6270560,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6270560,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,"",,,,,,,
Q6288908,Q14761450,Member of Congress,person who has been appointed or elected to a congress,"",,,,,,,
Q632321,Q13217683,United States senator,member of the United States Senate,1989-01-03,Indiana,Dan Quayle,Evan Bayh,1999-01-03,,,
Q632321,Q13217683,United States senator,member of the United States Senate,2011-01-03,Indiana,Evan Bayh,Todd Young,2017-01-03,,,
Q632321,Q13218630,United States representative,elected representative in the US,1981-01-03,,,Jill Long Thompson,1989-01-03,,,
Q632321,Q326552,United States Ambassador to Germany,position,2001-08-15,,John C. Kornblum,William R. Timken,2005-02-28,,,
Q632825,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q6369678,Q13218630,United States representative,elected representative in the US,"",Georgia's 6th congressional district,Tom Price,,,,,
Q6369678,Q7444367,Secretary of State of Georgia,"",2007-01-13,,Cathy Cox,Brian P. Kemp,2010-01-08,,,
Q6376330,Q17342542,Member of the Massachusetts House of Representatives,"","",,,,,,,
Q6376887,Q13218630,United States representative,elected representative in the US,"",,,,,,,
Q650893,Q13218630,United States representative,elected representative in the US,1988-08-09,Illinois's 21st congressional district,Charles Melvin Price,"",1993-01-03,,,
Q650893,Q13218630,United States representative,elected representative in the US,1993-01-03,Illinois's 12th congressional district,Phil Crane,William Enyart,2013-01-03,,,
Q653258,Q13218630,United States representative,elected representative in the US,1987-01-03,Iowa's 6th congressional district,Berkley Bedell,"",1993-01-03,,,
