id,name__es,name__it,name__en,name__fr,name,wikipedia__es,image,gender,birth_date,given_name,name__nl,name__de,wikipedia__commons,wikipedia__en,wikipedia__fr,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__he,name__ru,name__oc,name__ms,name__id,name__io,name__el,name__zh,name__nb,name__da,name__nn,name__sv,wikipedia__de,wikipedia__el,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__ms,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__zh,identifier__VIAF,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__freebase,name__qu,name__fi,name__ja,name__fa,name__en_gb,name__ro,wikipedia__fa,wikipedia__fi,wikipedia__ja,wikipedia__no,wikipedia__qu,name__ca,wikipedia__ca,wikipedia__nl,name__ko,name__yo,name__et,wikipedia__et,wikipedia__it,wikipedia__ko,wikipedia__yo,website,death_date,twitter,name__vmf,name__nds,family_name,name__tr,name__la,wikipedia__la,wikipedia__sv,wikipedia__tr,original_wikiname,name__cy,name__hu,last_seen,second_surname,name__cs,name__af,name__an,name__ast,name__bar,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__eo,name__eu,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__pt_br,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__wikitree,occupation,facebook,wikipedia__cs,identifier__google_knowledge,identifier__GND,name__ar,identifier__Britannica,name__ay,wikipedia__ay,name__ka,name__uk,name__th,wikipedia__gl,wikipedia__ka,wikipedia__plwikiquote,wikipedia__th,wikipedia__uk
Q6110915,Rofilio Neyra Huamaní,,Rofilio Neyra Huamaní,Rofilio Neyra Huamaní,Rofilio Neyra Huamaní,Rofilio Neyra Huamaní,,male,1952-02-18,,Rofilio Neyra Huamaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rofilio Neyra Huamaní,,Rofilio Neyra Huamaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6110942,Rogelio Canches Guzmán,,Rogelio Canches Guzmán,Rogelio Canches Guzmán,Rogelio Canches Guzmán,Rogelio Canches Guzmán,,male,1953-09-14,Rogelio,Rogelio Canches Guzmán,,Category:Rogelio Canches Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rogelio Canches Guzmán,,Rogelio Canches Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6113086,Ruben Coa Aguilar,Ruben Coa Aguilar,Ruben Coa Aguilar,Ruben Coa Aguilar,Ruben Coa Aguilar,Ruben Coa Aguilar,,male,1966-03-21,Ruben,Ruben Coa Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rubencoaaguilar,,,,,,,,,Ruben Coa Aguilar,,Ruben Coa Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropologist,,,,,,,,,,,,,,,,
Q6123862,Segundo Tapia Bernal,Segundo Tapia Bernal,Segundo Tapia Bernal,Segundo Tapia Bernal,Segundo Tapia Bernal,Segundo Tapia Bernal,,male,1968-02-12,Segundo,Segundo Tapia Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stapiab,,,,,,,,,Segundo Tapia Bernal,,Segundo Tapia Bernal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,STAPIAB,,,,,,,,,,,,,,,
Q6125647,Sergio Tejada,,Sergio Tejada,Sergio Tejada,Sergio Tejada,Sergio Tejada,https://upload.wikimedia.org/wikipedia/commons/3/31/Sergio_Tejada.jpg,male,1980-04-16,Sergio,Sergio Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergiotej,,,,,,,,,Sergio Tejada,,Sergio Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6148678,Tomás Zamudio Bricenos,,Tomás Zamudio Bricenos,Tomás Zamudio Bricenos,Tomás Zamudio Bricenos,Tomás Zamudio Briceño,https://upload.wikimedia.org/wikipedia/commons/4/43/Sesión_del_Pleno_28102010_-_Tomás_Zamudio_Briceño.jpg,male,1956-11-01,Tomás,Tomás Zamudio Bricenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomaszamudio2,,,,,,,,,Tomás Zamudio Briceño,,Tomás Zamudio Bricenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,TomasZamudioBriceno,,,,,,,,,,,,,,,
Q6163644,Virgilio Acuña Peralta,,Virgilio Acuña Peralta,Virgilio Acuña Peralta,Virgilio Acuña Peralta,Virgilio Acuña Peralta,,male,1951-01-03,Virgilio,Virgilio Acuña Peralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/012976js,,,,,,,,,,,,,,,,,,,,,,http://virgilioacuna.com/,,virgilio_acuna,,,,,,,,,Virgilio Acuña Peralta,,Virgilio Acuña Peralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,virgilio.acunaperalta,,,,,,,,,,,,,,,
Q6165488,Javier Diez Canseco,,Javier Díez Canseco,Javier Diez Canseco,Javier Diez Canseco,Javier Diez Canseco,https://upload.wikimedia.org/wikipedia/commons/8/82/Javier_Diez_Canseco.jpg,male,1948-03-24,Javier,Javier Díez Canseco,Javier Díez Canseco,,Javier Diez Canseco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-04,,,,,,,,,,Javier Diez Canseco,Javier Díez Canseco,Javier Diez Canseco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6166157,Walter Acha Romaní,,Walter Acha Romaní,Walter Acha Romaní,Walter Acha Romaní,Walter Acha Romaní,https://upload.wikimedia.org/wikipedia/commons/9/9f/Walter_Acha_(cropped).jpg,male,1967-10-31,Walter,Walter Acha Romaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walterachaperu,,,,,,,,,Walter Acha Romaní,,Walter Acha Romaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6168394,Wuilian Monterola,,Wuilian Monterola,Wuilian Monterola,Wuilian Monterola,Wuilian Monterola,,male,1965-10-20,,Wuilian Monterola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monterola11,,,,,,,,,Wuilian Monterola,,Wuilian Monterola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,monterola11,,,,,,,,,,,,,,,
Q6292894,José Luna,,José Luna,José Luna,José Luna,José Luna Gálvez,https://upload.wikimedia.org/wikipedia/commons/8/8d/José_Luna_1.jpg,male,1955-07-17,José,José Luna,José Luna,,José Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Luna,,José Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,PepeLunaPeru,,,,,,,,,,,,,,,
Q6299247,Juan Carlos Eguren,,Juan Carlos Eguren,Juan Carlos Eguren,Juan Carlos Eguren,Juan Carlos Eguren,https://upload.wikimedia.org/wikipedia/commons/a/a2/Juan_Carlos_Eguren.jpg,male,1965-04-01,Juan,Juan Carlos Eguren,Juan Carlos Eguren,,Juan Carlos Eguren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jceguren,,,,,,,,,Juan Carlos Eguren,,Juan Carlos Eguren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6389326,Kenji Fujimori,,Kenji Fujimori,Kenji Fujimori,Kenji Fujimori,Kenji Fujimori,https://upload.wikimedia.org/wikipedia/commons/5/5d/Kenji_Fujimori_(cropped).jpg,male,1980-05-19,Kenji,Kenji Fujimori,Kenji Fujimori,Category:Kenji Fujimori,Kenji Fujimori,,,藤森健二,,,,,Kenji Fujimori,,,Кенхи Фухимори,,,,,,,Kenji Fujimori,,,,,,,,,,,,Kenji Fujimori,,,,,,,/m/0h3m7mk,,,ケンジ・フジモリ,,,,,,ケンジ・フジモリ,,,,,,,,,,,,,,,KenjiFujimoriH,,,Fujimori,,,,,,Kenji Fujimori,,Kenji Fujimori,,Higuchi,Kenji Fujimori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fujimori-3,politician,KenjiFujimoriH,,,,,,,,,,,,,,,
Q6538022,Leyla Chihuán,,Leyla Chihuán,Leyla Chihuán,Leyla Chihuán,Leyla Chihuán,https://upload.wikimedia.org/wikipedia/commons/d/d0/Leyla_Chihuan_Ramos.png,female,1975-09-04,Leyla,Leyla Chihuán,Leyla Chihuán,,Leyla Chihuán,,,,,,,,,Leyla Chihuan,,,,,,,,,,,,,,,,,,,,Leyla Chihuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LeylaChihuan,,,,,,,,,Leyla Chihuán,,Leyla Chihuán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,LeylaChihuanRamos,,,,,,,,,,,,,,,
Q6689749,Lourdes Alcorta,,Lourdes Alcorta,Lourdes Alcorta,Lourdes Alcorta,Lourdes Alcorta Suero,https://upload.wikimedia.org/wikipedia/commons/a/ac/Lourdes_Alcorta.jpg,female,1951-06-21,Lourdes,Lourdes Alcorta,Lourdes Alcorta,Category:Lourdes Alcorta,Lourdes Alcorta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlcortaLourdes,,,,,,,,,Lourdes Alcorta,,Lourdes Alcorta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q6700615,Luis Galarreta,Luis Galarreta,Luis Galarreta,Luis Galarreta,Luis Galarreta,Luis Galarreta,https://upload.wikimedia.org/wikipedia/commons/b/b9/Luis_Galarreta_2.jpg,male,1973-03-12,Luis,Luis Galarreta,Luis Galarreta,,Luis Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Galarreta,,,,,,,,,,Luis Galarreta,,,,,,,,,,,,,luchogalarreta,,,,,,,,,Luis Galarreta,,Luis Galarreta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q7089669,Omar Chehade,,Omar Chehade,Omar Chehade,Omar Chehade,Omar Chehade,,male,1970-11-08,Omar,Omar Chehade,Omar Chehade,,Omar Chehade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166297267,,,,,,,,,,,,,,,,,,,,,,,,,,,,OmarChehadeMoya,,,,,,,,,Omar Chehade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,OmarChehadeMoyaCongresista,,,,,,,,,,,,,,,
Q7313631,Renzo Reggiardo Barreto,,Renzo Reggiardo,Renzo Reggiardo Barreto,Renzo Reggiardo Barreto,Renzo Reggiardo,https://upload.wikimedia.org/wikipedia/commons/e/e8/Renzo_Reggiardo_2.jpg,male,1972-07-01,Renzo,Renzo Reggiardo,Renzo Reggiardo,,Renzo Reggiardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renzo Reggiardo,,Renzo Reggiardo Barreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q7360580,Rolando Reátegui,,Rolando Reátegui,Rolando Reátegui,Rolando Reátegui,Rolando Reátegui,https://upload.wikimedia.org/wikipedia/commons/9/9c/Rolando_Reátegui_2.jpg,male,1959-05-19,Rolando,Rolando Reátegui,Rolando Reátegui,Category:Rolando Reátegui,Rolando Reátegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RoloReategui,,,,,,,,,Rolando Reátegui,,Rolando Reátegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,RoloReateguiFlores,,,,,,,,,,,,,,,
Q7944653,Víctor Isla,,Víctor Isla,Víctor Isla,Víctor Isla,Víctor Isla Rojas,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sesión_Ordinaria_De_Comisión_De_Transportes_(6684751587).jpg,male,1968-08-07,Víctor,Víctor Isla,Víctor Isla,,Víctor Isla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Isla,,Víctor Isla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
Q8055061,Yonhy Lescano Ancieta,,Yonhy Lescano,Yonhy Lescano Ancieta,Yonhy Lescano Ancieta,Yonhy Lescano Ancieta,https://upload.wikimedia.org/wikipedia/commons/9/9c/Yonhy_Lescano.jpg,male,1959,,Yonhy Lescano,Yonhy Lescano,Category:Yonhy Lescano,Yonhy Lescano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yonhylescano.com/,,yonhy_lescano,,,,,,,,,Yonhy Lescano,,Yonhy Lescano Ancieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,yonhylescano,,,,,,,,,,,,,,,
Q9095249,Víctor Andrés García Belaúnde,,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,https://upload.wikimedia.org/wikipedia/commons/d/db/Víctor_Andrés_García_Belaúnde_2.jpg,male,1949-06-06,Víctor,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,Category:Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,,,,,,,,,,,,,,,,,,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,Víctor Andrés García Belaúnde,,,,,,,,,,,,72957885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Andrés García Belaúnde,,Víctor Andrés García Belaúnde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,
